   k  l     Obj         Vio    Bou   ML       |KKT|    |dX|     ||dX||   T_s      T_o      T_t
   0  T 0   9.132e+08   0e+00  0.00  2.0e-01  3.3e+03  1.0e+00  1.0e+00  4.6e-01  0.0e+00  0.0e+00
   1  F 0   9.132e+08   0e+00  0.00  1.4e-01  3.3e+03  0.0e+00  0.0e+00  2.3e-01  6.8e-03  2.4e-01
   1  F 1   9.132e+08   0e+00  0.00  9.8e-02  3.3e+03  0.0e+00  0.0e+00  2.0e-01  6.9e-03  2.0e-01
   1  T 2   3.678e+08  -3e-06  0.00  1.2e-01  4.5e-01  9.8e-02  5.8e+00  2.1e-01  7.0e-03  2.2e-01
   2  T 0   9.771e+07   2e-15  0.18  1.4e-01  8.9e-02  1.2e-01  5.1e+00  2.0e-01  4.2e-03  2.0e-01
   3  T 0   6.570e+07  -3e-05  0.46  1.7e-01  6.2e-02  1.4e-01  5.4e+00  2.5e-01  3.1e-03  2.5e-01
   4  T 0   2.063e+07   9e-07  0.54  2.0e-01  8.6e-03  1.7e-01  5.8e+00  2.5e-01  2.7e-03  2.5e-01
   5  F 0   2.063e+07   9e-07  0.54  1.4e-01  8.6e-03  0.0e+00  0.0e+00  2.0e-01  1.5e-03  2.0e-01
   5  T 1   1.593e+07  -3e-02  0.63  1.7e-01  3.6e-03  1.4e-01  4.2e+00  2.0e-01  1.2e-03  2.0e-01
   6  T 0   1.418e+07  -3e-05  0.72  2.0e-01  5.0e-03  1.7e-01  5.0e+00  2.0e-01  3.0e-03  2.0e-01
   7  F 0   1.418e+07  -3e-05  0.72  1.4e-01  5.0e-03  0.0e+00  0.0e+00  2.0e-01  1.4e-03  2.1e-01
   7  T 1   9.444e+06  -1e-01  0.76  1.7e-01  4.1e-03  1.4e-01  3.8e+00  2.0e-01  1.2e-03  2.0e-01
   8  T 0   8.044e+06   0e+00  0.77  2.0e-01  1.7e-03  1.7e-01  4.3e+00  2.0e-01  2.8e-03  2.0e-01
   9  F 0   8.044e+06   0e+00  0.77  1.4e-01  1.7e-03  0.0e+00  0.0e+00  2.0e-01  1.4e-03  2.0e-01
   9  F 1   8.044e+06   0e+00  0.77  9.8e-02  1.7e-03  0.0e+00  0.0e+00  2.1e-01  1.3e-03  2.1e-01
   9  T 2   6.757e+06  -5e-02  0.81  1.2e-01  1.3e-03  9.8e-02  2.6e+00  2.0e-01  1.2e-03  2.0e-01
  10  T 0   5.914e+06   5e-05  0.81  1.4e-01  4.6e-04  1.2e-01  3.0e+00  2.0e-01  2.5e-03  2.0e-01
  11  F 0   5.914e+06   5e-05  0.81  9.9e-02  4.6e-04  0.0e+00  0.0e+00  2.0e-01  1.4e-03  2.0e-01
  11  T 1   5.618e+06  -5e-02  0.83  1.2e-01  3.2e-03  9.9e-02  2.4e+00  2.1e-01  1.3e-03  2.1e-01
  12  F 0   5.618e+06  -5e-02  0.83  8.3e-02  3.2e-03  0.0e+00  0.0e+00  2.0e-01  2.3e-03  2.0e-01
  12  T 1   4.953e+06  -3e-05  0.83  1.0e-01  1.6e-04  8.3e-02  2.1e+00  2.0e-01  2.5e-03  2.0e-01
  13  F 0   4.953e+06  -3e-05  0.83  7.0e-02  1.6e-04  0.0e+00  0.0e+00  2.1e-01  1.4e-03  2.2e-01
  13  T 1   4.728e+06  -4e-02  0.83  8.4e-02  4.0e-04  7.0e-02  1.7e+00  2.1e-01  1.3e-03  2.1e-01
  14  T 0   4.534e+06  -7e-05  0.84  1.0e-01  1.8e-04  8.4e-02  2.0e+00  2.0e-01  2.4e-03  2.1e-01
  15  F 0   4.534e+06  -7e-05  0.84  7.0e-02  1.8e-04  0.0e+00  0.0e+00  2.0e-01  1.4e-03  2.0e-01
  15  T 1   4.335e+06  -4e-02  0.85  8.4e-02  3.4e-04  7.0e-02  1.6e+00  2.4e-01  1.2e-03  2.4e-01
  16  F 0   4.335e+06  -4e-02  0.85  5.9e-02  3.4e-04  0.0e+00  0.0e+00  1.6e-01  2.2e-03  1.6e-01
  16  T 1   4.109e+06   6e-06  0.85  7.1e-02  3.2e-04  5.9e-02  1.4e+00  1.4e-01  1.7e-03  1.4e-01
  17  F 0   4.109e+06   6e-06  0.85  5.0e-02  3.2e-04  0.0e+00  0.0e+00  1.4e-01  9.8e-04  1.5e-01
  17  T 1   3.955e+06  -2e-02  0.85  5.9e-02  4.7e-04  5.0e-02  1.1e+00  1.6e-01  8.9e-04  1.6e-01
  18  T 0   3.820e+06  -4e-05  0.86  7.1e-02  1.6e-04  5.9e-02  1.3e+00  2.1e-01  1.6e-03  2.1e-01
  19  F 0   3.820e+06  -4e-05  0.86  5.0e-02  1.6e-04  0.0e+00  0.0e+00  1.9e-01  1.0e-03  2.0e-01
  19  T 1   3.753e+06  -2e-02  0.86  6.0e-02  1.9e-04  5.0e-02  1.1e+00  2.1e-01  8.9e-04  2.1e-01
  20  F 0   3.753e+06  -2e-02  0.86  4.2e-02  1.9e-04  0.0e+00  0.0e+00  1.9e-01  1.6e-03  1.9e-01
  20  T 1   3.659e+06  -1e-05  0.86  5.0e-02  1.5e-04  4.2e-02  9.4e-01  1.8e-01  1.6e-03  1.9e-01
  21  T 0   3.595e+06  -2e-02  0.87  6.0e-02  1.5e-04  5.0e-02  1.1e+00  1.8e-01  1.0e-03  1.9e-01
  22  F 0   3.595e+06  -2e-02  0.87  4.2e-02  1.5e-04  0.0e+00  0.0e+00  2.0e-01  1.7e-03  2.0e-01
  22  T 1   3.506e+06  -7e-06  0.87  5.1e-02  1.0e-04  4.2e-02  9.3e-01  2.4e-01  1.9e-03  2.4e-01
  23  F 0   3.506e+06  -7e-06  0.87  3.6e-02  1.0e-04  0.0e+00  0.0e+00  1.4e-01  1.1e-03  1.4e-01
  23  T 1   3.475e+06  -1e-02  0.87  4.3e-02  1.8e-04  3.6e-02  7.6e-01  2.0e-01  8.8e-04  2.0e-01
  24  T 0   3.358e+06  -4e-05  0.88  5.1e-02  1.3e-04  4.3e-02  9.0e-01  1.4e-01  1.5e-03  1.4e-01
  25  T 0   3.325e+06  -1e-02  0.89  6.1e-02  2.6e-04  5.1e-02  1.1e+00  1.3e-01  9.7e-04  1.4e-01
  26  F 0   3.325e+06  -1e-02  0.89  4.3e-02  2.6e-04  0.0e+00  0.0e+00  1.5e-01  1.7e-03  1.5e-01
  26  T 1   3.251e+06   8e-06  0.88  5.2e-02  1.0e-04  4.3e-02  9.0e-01  1.8e-01  1.5e-03  1.8e-01
  27  F 0   3.251e+06   8e-06  0.88  3.6e-02  1.0e-04  0.0e+00  0.0e+00  1.3e-01  1.0e-03  1.3e-01
  27  T 1   3.231e+06  -1e-02  0.88  4.3e-02  2.5e-04  3.6e-02  7.5e-01  1.4e-01  8.7e-04  1.4e-01
  28  T 0   3.141e+06  -2e-04  0.89  5.2e-02  9.3e-05  4.3e-02  8.8e-01  1.3e-01  1.4e-03  1.4e-01
  29  F 0   3.141e+06  -2e-04  0.89  3.6e-02  9.3e-05  0.0e+00  0.0e+00  1.4e-01  1.0e-03  1.4e-01
  29  T 1   3.138e+06  -7e-03  0.89  4.4e-02  2.6e-04  3.6e-02  7.3e-01  1.9e-01  9.2e-04  1.9e-01
  30  T 0   3.054e+06   7e-05  0.89  5.2e-02  7.9e-05  4.4e-02  8.7e-01  1.8e-01  1.9e-03  1.8e-01
  31  F 0   3.054e+06   7e-05  0.89  3.7e-02  7.9e-05  0.0e+00  0.0e+00  1.4e-01  1.0e-03  1.4e-01
  31  F 1   3.054e+06   7e-05  0.89  2.6e-02  7.9e-05  0.0e+00  0.0e+00  1.3e-01  8.7e-04  1.4e-01
  31  T 2   3.027e+06  -3e-03  0.89  3.1e-02  5.8e-05  2.6e-02  5.0e-01  1.4e-01  9.1e-04  1.4e-01
  32  T 0   2.956e+06   1e-04  0.90  3.7e-02  1.1e-04  3.1e-02  5.9e-01  1.6e-01  1.5e-03  1.6e-01
