   k  l     Obj         Vio    Bou   ML       |KKT|    |dX|     ||dX||   T_s      T_o      T_t
   0  T 0   1.221e+09  -4e+00  1.00  2.0e-01  0.0e+00  1.0e+00  1.0e+00  3.0e-01  0.0e+00  0.0e+00
   1  T 0   1.055e+09  -3e+00  0.39  2.0e-01  4.1e-04  2.0e-01  1.3e+01  2.2e-01  3.2e-03  2.2e-01
   2  T 0   8.874e+08  -3e+00  0.45  2.0e-01  4.0e-04  2.0e-01  1.4e+01  1.9e-01  1.2e-03  1.9e-01
   3  T 0   7.472e+08  -2e+00  0.33  2.0e-01  4.3e-04  2.0e-01  1.4e+01  1.9e-01  1.1e-03  1.9e-01
   4  T 0   6.290e+08  -2e+00  0.34  2.0e-01  1.3e-03  2.0e-01  1.4e+01  2.4e-01  1.1e-03  2.4e-01
   5  T 0   5.061e+08  -2e+00  0.28  2.0e-01  4.5e-04  2.0e-01  1.2e+01  2.0e-01  1.1e-03  2.0e-01
   6  T 0   4.447e+08  -2e+00  0.30  2.0e-01  4.6e-04  2.0e-01  1.2e+01  2.0e-01  1.1e-03  2.0e-01
   7  T 0   3.699e+08  -1e+00  0.27  2.0e-01  6.9e-04  2.0e-01  1.1e+01  2.0e-01  1.4e-03  2.0e-01
   8  T 0   3.322e+08  -1e+00  0.26  2.0e-01  1.0e-03  2.0e-01  1.0e+01  1.9e-01  1.1e-03  1.9e-01
   9  T 0   2.970e+08  -9e-01  0.24  2.0e-01  1.6e-03  2.0e-01  8.8e+00  2.0e-01  1.2e-03  2.0e-01
  10  T 0   2.734e+08  -8e-01  0.23  2.0e-01  3.4e-03  2.0e-01  8.6e+00  1.9e-01  1.1e-03  1.9e-01
  11  T 0   2.532e+08  -6e-01  0.23  2.0e-01  3.8e-03  2.0e-01  8.1e+00  2.0e-01  1.1e-03  2.0e-01
  12  T 0   2.372e+08  -6e-01  0.28  2.0e-01  3.6e-03  2.0e-01  7.7e+00  1.8e-01  1.1e-03  1.9e-01
  13  T 0   2.234e+08  -4e-01  0.28  2.0e-01  6.3e-03  2.0e-01  7.3e+00  1.8e-01  1.1e-03  1.8e-01
  14  T 0   2.153e+08  -4e-01  0.32  2.0e-01  3.1e-03  2.0e-01  7.0e+00  1.9e-01  1.1e-03  1.9e-01
