   k  l     Obj         Vio    Bou   ML       |KKT|    |dX|     ||dX||   T_s      T_o      T_t
   0  T 0   9.132e+08   0e+00  0.00  2.0e-01  3.3e+03  1.0e+00  1.0e+00  4.7e-01  0.0e+00  0.0e+00
   1  F 0   1.129e+13   8e-05  0.67  2.0e-01  1.7e+02  2.0e-01  8.5e+00  2.0e-01  7.6e-03  2.1e-01
   2  F 0   2.718e+12   4e-04  0.53  2.0e-01  2.1e+02  2.0e-01  8.2e+00  2.0e-01  8.8e-03  2.1e-01
   3  F 0   2.120e+12   7e-03  0.75  2.0e-01  1.9e+02  2.0e-01  7.6e+00  2.0e-01  6.8e-03  2.1e-01
   4  F 0   1.636e+11  -7e-04  0.70  2.0e-01  4.7e+02  2.0e-01  5.5e+00  2.0e-01  7.2e-03  2.0e-01
   5  F 0   4.591e+11   9e-05  0.80  2.0e-01  3.7e+02  2.0e-01  4.3e+00  2.2e-01  5.8e-03  2.2e-01
   6  F 0   3.193e+11   2e-03  0.71  2.0e-01  7.7e+03  2.0e-01  4.1e+00  1.9e-01  2.2e-02  2.1e-01
   7  F 0   1.476e+09  -5e-04  0.68  2.0e-01  4.1e+00  2.0e-01  3.3e+00  2.0e-01  6.0e-03  2.1e-01
   8  T 0   2.171e+08   5e-12  0.68  2.0e-01  5.8e-02  1.4e-01  2.2e+00  2.0e-01  5.6e-03  2.0e-01
   9  T 0   7.576e+07  -5e-06  0.65  1.7e-01  1.1e-02  1.7e-01  2.0e+00  2.0e-01  3.2e-03  2.1e-01
  10  T 0   3.812e+07  -8e-02  0.63  2.0e-01  5.1e-03  2.0e-01  2.0e+00  2.6e-01  1.4e-03  2.6e-01
  11  T 0   2.459e+07  -1e-01  0.70  2.0e-01  1.5e-02  2.0e-01  1.9e+00  2.0e-01  1.2e-03  2.0e-01
  12  T 0   1.836e+07  -2e-01  0.69  2.0e-01  2.8e-03  2.0e-01  2.0e+00  2.0e-01  1.2e-03  2.0e-01
  13  T 0   1.821e+07  -3e-01  0.71  2.0e-01  5.3e-03  2.0e-01  2.2e+00  2.4e-01  1.2e-03  2.4e-01
