   k  l     Obj         Vio    Bou   ML       |KKT|    |dX|     ||dX||   T_s      T_o      T_t
   0  T 0   6.103e+09   0e+00  0.00  2.0e-01  8.2e+02  1.0e+00  1.0e+00  5.5e-01  0.0e+00  0.0e+00
   1  F 0   6.103e+09   0e+00  0.00  2.0e-01  8.2e+02  0.0e+00  0.0e+00  2.8e-01  7.9e-03  2.8e-01
   1  F 1   6.103e+09   0e+00  0.00  2.0e-01  8.2e+02  0.0e+00  0.0e+00  2.6e-01  5.2e-03  2.7e-01
   1  F 2   6.103e+09   0e+00  0.00  2.0e-01  8.2e+02  0.0e+00  0.0e+00  2.7e-01  4.6e-03  2.8e-01
   1  F 3   6.103e+09   0e+00  0.00  2.0e-01  8.2e+02  0.0e+00  0.0e+00  3.1e-01  3.0e-03  3.2e-01
   1  F 4   6.103e+09   0e+00  0.00  2.0e-01  8.2e+02  0.0e+00  0.0e+00  2.8e-01  3.1e-03  2.8e-01
   1  F 5   6.103e+09   0e+00  0.00  2.0e-01  8.2e+02  0.0e+00  0.0e+00  2.8e-01  3.1e-03  2.8e-01
   1  F 6   6.103e+09   0e+00  0.00  2.0e-01  8.2e+02  0.0e+00  0.0e+00  2.8e-01  3.0e-03  2.8e-01
   1  F 7   6.103e+09   0e+00  0.00  2.0e-01  8.2e+02  0.0e+00  0.0e+00  2.7e-01  3.1e-03  2.8e-01
   1  F 8   6.103e+09   0e+00  0.00  2.0e-01  8.2e+02  0.0e+00  0.0e+00  2.7e-01  3.1e-03  2.7e-01
   1  T 9   4.998e+09  -2e-03  0.00  2.0e-01  7.7e-02  1.4e-01  3.8e-01  2.9e-01  3.0e-03  2.9e-01
   2  F 0   4.998e+09  -2e-03  0.00  2.0e-01  7.7e-02  0.0e+00  0.0e+00  2.6e-01  5.7e-03  2.7e-01
   2  F 1   4.998e+09  -2e-03  0.00  2.0e-01  7.7e-02  0.0e+00  0.0e+00  2.7e-01  4.1e-03  2.8e-01
   2  F 2   4.998e+09  -2e-03  0.00  2.0e-01  7.7e-02  0.0e+00  0.0e+00  2.8e-01  3.2e-03  2.8e-01
   2  F 3   4.998e+09  -2e-03  0.00  2.0e-01  7.7e-02  0.0e+00  0.0e+00  1.8e-01  1.7e-03  1.9e-01
   2  F 4   4.998e+09  -2e-03  0.00  2.0e-01  7.7e-02  0.0e+00  0.0e+00  2.2e-01  1.4e-03  2.3e-01
   2  F 5   4.998e+09  -2e-03  0.00  2.0e-01  7.7e-02  0.0e+00  0.0e+00  2.0e-01  1.4e-03  2.0e-01
   2  T 6   2.754e+09  -4e-02  0.00  2.0e-01  5.6e-03  3.2e-01  3.5e+00  1.9e-01  1.5e-03  1.9e-01
   3  F 0   2.754e+09  -4e-02  0.00  2.0e-01  5.6e-03  0.0e+00  0.0e+00  1.8e-01  3.5e-03  1.9e-01
   3  F 1   2.754e+09  -4e-02  0.00  2.0e-01  5.6e-03  0.0e+00  0.0e+00  1.9e-01  2.5e-03  1.9e-01
   3  F 2   2.754e+09  -4e-02  0.00  2.0e-01  5.6e-03  0.0e+00  0.0e+00  2.1e-01  2.2e-03  2.2e-01
   3  F 3   2.754e+09  -4e-02  0.00  2.0e-01  5.6e-03  0.0e+00  0.0e+00  2.1e-01  1.6e-03  2.1e-01
   3  T 4   1.194e+09  -1e-01  0.00  2.0e-01  1.5e-03  3.0e-01  7.8e+00  1.9e-01  1.4e-03  1.9e-01
   4  F 0   1.194e+09  -1e-01  0.00  2.0e-01  1.5e-03  0.0e+00  0.0e+00  2.0e-01  1.9e-03  2.0e-01
   4  F 1   1.194e+09  -1e-01  0.00  2.0e-01  1.5e-03  0.0e+00  0.0e+00  2.0e-01  1.4e-03  2.0e-01
   4  F 2   1.194e+09  -1e-01  0.00  2.0e-01  1.5e-03  0.0e+00  0.0e+00  2.0e-01  1.5e-03  2.1e-01
   4  F 3   1.194e+09  -1e-01  0.00  2.0e-01  1.5e-03  0.0e+00  0.0e+00  1.9e-01  1.5e-03  1.9e-01
   4  F 4   1.194e+09  -1e-01  0.00  2.0e-01  1.5e-03  0.0e+00  0.0e+00  2.2e-01  1.4e-03  2.2e-01
   4  T 5   7.257e+08  -2e-01  0.13  2.0e-01  5.7e-04  2.2e-01  6.3e+00  1.9e-01  1.4e-03  1.9e-01
   5  F 0   7.257e+08  -2e-01  0.13  2.0e-01  5.7e-04  0.0e+00  0.0e+00  1.9e-01  2.0e-03  1.9e-01
   5  F 1   7.257e+08  -2e-01  0.13  2.0e-01  5.7e-04  0.0e+00  0.0e+00  2.1e-01  1.4e-03  2.1e-01
   5  F 2   7.257e+08  -2e-01  0.13  2.0e-01  5.7e-04  0.0e+00  0.0e+00  2.9e-01  1.4e-03  2.9e-01
   5  T 3   4.281e+08  -4e-01  0.22  2.0e-01  1.4e-02  3.2e-01  9.0e+00  1.9e-01  1.7e-03  1.9e-01
   6  F 0   4.281e+08  -4e-01  0.22  2.0e-01  1.4e-02  0.0e+00  0.0e+00  2.2e-01  1.9e-03  2.2e-01
   6  F 1   4.281e+08  -4e-01  0.22  2.0e-01  1.4e-02  0.0e+00  0.0e+00  2.3e-01  1.4e-03  2.3e-01
   6  F 2   4.281e+08  -4e-01  0.22  2.0e-01  1.4e-02  0.0e+00  0.0e+00  1.8e-01  1.4e-03  1.9e-01
   6  F 3   4.281e+08  -4e-01  0.22  2.0e-01  1.4e-02  0.0e+00  0.0e+00  2.0e-01  1.4e-03  2.1e-01
   6  F 4   4.281e+08  -4e-01  0.22  2.0e-01  1.4e-02  0.0e+00  0.0e+00  1.9e-01  1.5e-03  1.9e-01
   6  F 5   4.281e+08  -4e-01  0.22  2.0e-01  1.4e-02  0.0e+00  0.0e+00  2.0e-01  1.4e-03  2.1e-01
   6  F 6   4.281e+08  -4e-01  0.22  2.0e-01  1.4e-02  0.0e+00  0.0e+00  2.1e-01  1.4e-03  2.1e-01
   6  F 7   4.281e+08  -4e-01  0.22  2.0e-01  1.4e-02  0.0e+00  0.0e+00  2.1e-01  1.4e-03  2.2e-01
   6  F 8   4.281e+08  -4e-01  0.22  2.0e-01  1.4e-02  0.0e+00  0.0e+00  2.2e-01  1.2e-03  2.2e-01
   6  F 9   4.281e+08  -4e-01  0.22  2.0e-01  1.4e-02  0.0e+00  0.0e+00  2.1e-01  1.4e-03  2.1e-01
   6  F10   4.281e+08  -4e-01  0.22  2.0e-01  1.4e-02  0.0e+00  0.0e+00  1.8e-01  1.4e-03  1.9e-01
   6  T11   4.255e+08  -4e-01  0.22  2.0e-01  3.2e-03  2.6e-03  1.1e-02  1.9e-01  1.4e-03  1.9e-01
Termination on Convergence criteria
Total number of system evaluations: 45
