   k  l     Obj         Vio    Bou   ML       |KKT|    |dX|     ||dX||   T_s      T_o      T_t
   0  T 0   6.103e+09   0e+00  0.00  2.0e-01  8.2e+02  1.0e+00  1.0e+00  3.3e-01  0.0e+00  0.0e+00
   1  T 0   3.113e+09  -5e-06  0.00  2.0e-01  8.4e-02  2.0e-01  8.6e+00  1.9e-01  4.9e-03  1.9e-01
   2  T 0   1.526e+09  -1e-02  0.00  2.0e-01  1.7e-02  2.0e-01  9.5e+00  1.8e-01  1.3e-03  1.9e-01
   3  T 0   8.428e+08  -9e-02  0.00  2.0e-01  4.6e-03  2.0e-01  9.4e+00  2.1e-01  1.1e-03  2.1e-01
   4  T 0   5.945e+08  -3e-01  0.00  2.0e-01  2.1e-03  2.0e-01  9.5e+00  1.9e-01  1.1e-03  1.9e-01
   5  T 0   4.394e+08  -2e-01  0.07  2.0e-01  1.6e-03  2.0e-01  1.0e+01  1.9e-01  1.1e-03  1.9e-01
   6  T 0   3.456e+08  -4e-01  0.06  2.0e-01  1.3e-03  2.0e-01  8.7e+00  2.4e-01  1.1e-03  2.4e-01
   7  T 0   2.948e+08  -2e-01  0.10  2.0e-01  2.2e-03  2.0e-01  9.0e+00  2.6e-01  1.1e-03  2.6e-01
   8  T 0   2.675e+08  -3e-01  0.16  2.0e-01  1.3e-03  2.0e-01  7.9e+00  1.9e-01  1.1e-03  1.9e-01
   9  T 0   2.461e+08  -1e-01  0.16  2.0e-01  2.5e-03  2.0e-01  8.2e+00  1.9e-01  1.1e-03  1.9e-01
  10  T 0   2.297e+08  -2e-01  0.22  2.0e-01  1.5e-03  2.0e-01  7.5e+00  1.9e-01  1.3e-03  1.9e-01
  11  T 0   2.259e+08  -5e-02  0.24  2.0e-01  1.0e-03  2.0e-01  7.7e+00  2.2e-01  1.1e-03  2.2e-01
  12  T 0   2.128e+08  -1e-01  0.27  2.0e-01  2.2e-03  2.0e-01  7.3e+00  2.0e-01  1.1e-03  2.0e-01
  13  F 0   2.128e+08  -1e-01  0.27  1.4e-01  2.2e-03  0.0e+00  0.0e+00  2.0e-01  1.1e-03  2.0e-01
  13  T 1   1.987e+08  -3e-02  0.31  1.7e-01  7.0e-04  1.4e-01  5.5e+00  1.9e-01  8.5e-04  1.9e-01
  14  T 0   1.957e+08  -9e-02  0.36  2.0e-01  1.7e-03  1.7e-01  5.9e+00  2.5e-01  1.1e-03  2.5e-01
  15  F 0   1.957e+08  -9e-02  0.36  1.4e-01  1.7e-03  0.0e+00  0.0e+00  2.2e-01  1.9e-03  2.3e-01
  15  T 1   1.873e+08  -5e-03  0.41  1.7e-01  9.2e-04  1.4e-01  5.1e+00  2.1e-01  8.8e-04  2.1e-01
  16  F 0   1.873e+08  -5e-03  0.41  1.2e-01  9.2e-04  0.0e+00  0.0e+00  2.0e-01  1.1e-03  2.0e-01
  16  T 1   1.826e+08  -5e-02  0.48  1.4e-01  2.0e-03  1.2e-01  4.3e+00  1.9e-01  8.7e-04  1.9e-01
  17  T 0   1.790e+08  -3e-06  0.50  1.7e-01  1.6e-03  1.4e-01  4.8e+00  2.0e-01  1.8e-03  2.0e-01
  18  F 0   1.790e+08  -3e-06  0.50  1.2e-01  1.6e-03  0.0e+00  0.0e+00  1.8e-01  1.3e-03  1.8e-01
  18  T 1   1.753e+08  -3e-02  0.57  1.4e-01  5.7e-04  1.2e-01  4.0e+00  1.9e-01  1.1e-03  1.9e-01
  19  T 0   1.719e+08   1e-07  0.61  1.7e-01  7.2e-04  1.4e-01  4.4e+00  2.0e-01  2.1e-03  2.0e-01
  20  F 0   1.719e+08   1e-07  0.61  1.2e-01  7.2e-04  0.0e+00  0.0e+00  1.8e-01  1.3e-03  1.9e-01
  20  T 1   1.692e+08  -2e-02  0.64  1.4e-01  9.5e-04  1.2e-01  3.9e+00  2.2e-01  1.1e-03  2.3e-01
  21  T 0   1.672e+08   6e-06  0.68  1.7e-01  6.3e-04  1.4e-01  4.2e+00  1.8e-01  2.2e-03  1.9e-01
  22  F 0   1.672e+08   6e-06  0.68  1.2e-01  6.3e-04  0.0e+00  0.0e+00  1.9e-01  1.3e-03  1.9e-01
  22  T 1   1.652e+08  -2e-02  0.70  1.4e-01  6.9e-04  1.2e-01  3.8e+00  1.9e-01  1.1e-03  1.9e-01
  23  T 0   1.647e+08   1e-07  0.75  1.7e-01  5.4e-04  1.4e-01  4.0e+00  1.9e-01  2.1e-03  2.0e-01
  24  F 0   1.647e+08   1e-07  0.75  1.2e-01  5.4e-04  0.0e+00  0.0e+00  2.4e-01  1.5e-03  2.4e-01
  24  T 1   1.622e+08  -1e-02  0.75  1.5e-01  5.7e-04  1.2e-01  3.7e+00  1.9e-01  1.1e-03  1.9e-01
  25  T 0   1.610e+08  -3e-07  0.79  1.7e-01  4.2e-04  1.5e-01  3.8e+00  1.8e-01  2.1e-03  1.9e-01
  26  F 0   1.610e+08  -3e-07  0.79  1.2e-01  4.2e-04  0.0e+00  0.0e+00  1.9e-01  1.3e-03  1.9e-01
  26  T 1   1.601e+08  -7e-03  0.79  1.5e-01  3.3e-04  1.2e-01  3.6e+00  1.9e-01  1.1e-03  1.9e-01
  27  F 0   1.601e+08  -7e-03  0.79  1.0e-01  3.3e-04  0.0e+00  0.0e+00  2.1e-01  2.1e-03  2.1e-01
  27  T 1   1.582e+08  -2e-08  0.79  1.2e-01  3.5e-04  1.0e-01  2.9e+00  2.0e-01  2.1e-03  2.0e-01
  28  T 0   1.581e+08  -2e-03  0.81  1.5e-01  4.1e-04  1.2e-01  3.5e+00  2.0e-01  1.3e-03  2.0e-01
  29  T 0   1.578e+08   5e-07  0.83  1.8e-01  3.5e-04  1.5e-01  3.7e+00  2.0e-01  2.2e-03  2.0e-01
  30  F 0   1.578e+08   5e-07  0.83  1.2e-01  3.5e-04  0.0e+00  0.0e+00  1.8e-01  1.5e-03  1.8e-01
  30  T 1   1.570e+08  -6e-05  0.83  1.5e-01  4.6e-04  1.2e-01  3.6e+00  2.2e-01  1.3e-03  2.2e-01
  31  T 0   1.568e+08  -5e-06  0.85  1.8e-01  2.0e-04  1.5e-01  3.5e+00  1.9e-01  1.6e-03  1.9e-01
  32  F 0   1.568e+08  -5e-06  0.85  1.3e-01  2.0e-04  0.0e+00  0.0e+00  1.9e-01  2.2e-03  2.0e-01
  32  T 1   1.558e+08   4e-06  0.84  1.5e-01  2.8e-04  1.3e-01  3.5e+00  2.0e-01  1.7e-03  2.0e-01
  33  T 0   1.555e+08  -5e-05  0.86  1.8e-01  2.1e-04  1.5e-01  3.5e+00  1.9e-01  1.7e-03  2.0e-01
