   k  l     Obj         Vio    Bou   ML       |KKT|    |dX|     ||dX||   T_s      T_o      T_t
   0  T 0   1.221e+09  -4e+00  1.00  2.0e-01  0.0e+00  1.0e+00  1.0e+00  5.8e-01  0.0e+00  0.0e+00
   1  T 0   1.055e+09  -3e+00  0.39  2.0e-01  4.1e-04  2.0e-01  1.3e+01  2.9e-01  1.3e-02  3.0e-01
   2  T 0   8.900e+08  -3e+00  0.41  2.0e-01  4.0e-04  2.0e-01  1.3e+01  2.9e-01  2.4e-03  2.9e-01
   3  T 0   7.474e+08  -2e+00  0.34  2.0e-01  4.3e-04  2.0e-01  1.3e+01  3.0e-01  2.6e-03  3.0e-01
   4  T 0   6.309e+08  -2e+00  0.32  2.0e-01  1.1e-03  2.0e-01  1.3e+01  3.2e-01  2.8e-03  3.3e-01
   5  T 0   4.489e+08  -2e+00  0.54  2.0e-01  4.1e-04  2.0e-01  1.4e+01  2.7e-01  2.6e-03  2.7e-01
   6  T 0   3.988e+08  -1e+00  0.55  2.0e-01  5.3e-04  2.0e-01  9.1e+00  2.8e-01  2.5e-03  2.8e-01
   7  T 0   3.383e+08  -1e+00  0.61  2.0e-01  4.1e-04  2.0e-01  8.9e+00  2.8e-01  2.6e-03  2.9e-01
   8  T 0   3.015e+08  -1e+00  0.65  2.0e-01  3.8e-04  2.0e-01  7.2e+00  3.4e-01  2.6e-03  3.4e-01
   9  T 0   2.749e+08  -9e-01  0.67  2.0e-01  3.6e-04  2.0e-01  6.1e+00  2.7e-01  2.8e-03  2.7e-01
  10  T 0   2.542e+08  -8e-01  0.68  2.0e-01  2.9e-04  2.0e-01  5.3e+00  2.9e-01  2.5e-03  2.9e-01
  11  T 0   2.344e+08  -7e-01  0.73  2.0e-01  3.2e-04  2.0e-01  5.1e+00  2.7e-01  2.5e-03  2.8e-01
  12  T 0   2.186e+08  -6e-01  0.75  2.0e-01  3.2e-04  2.0e-01  4.8e+00  2.8e-01  2.6e-03  2.8e-01
  13  T 0   2.037e+08  -5e-01  0.76  2.0e-01  2.8e-04  2.0e-01  4.7e+00  2.7e-01  2.6e-03  2.7e-01
  14  T 0   1.907e+08  -4e-01  0.79  2.0e-01  2.5e-04  2.0e-01  4.3e+00  2.6e-01  2.6e-03  2.7e-01
  15  T 0   1.809e+08  -3e-01  0.82  2.0e-01  2.2e-04  2.0e-01  3.8e+00  2.7e-01  2.7e-03  2.7e-01
  16  T 0   1.743e+08  -3e-01  0.84  2.0e-01  1.8e-04  2.0e-01  3.5e+00  2.8e-01  2.5e-03  2.8e-01
  17  T 0   1.687e+08  -2e-01  0.85  2.0e-01  1.8e-04  2.0e-01  3.4e+00  2.8e-01  2.7e-03  2.8e-01
  18  T 0   1.634e+08  -2e-01  0.86  2.0e-01  1.8e-04  2.0e-01  3.5e+00  2.8e-01  2.5e-03  2.8e-01
  19  T 0   1.584e+08  -1e-01  0.87  2.0e-01  1.9e-04  2.0e-01  3.2e+00  2.8e-01  2.6e-03  2.8e-01
  20  T 0   1.541e+08  -7e-02  0.88  2.0e-01  1.7e-04  2.0e-01  3.0e+00  3.1e-01  2.6e-03  3.1e-01
