   k  l     Obj         Vio    Bou   ML       |KKT|    |dX|     ||dX|| 
   0  T 0   1.677e+00   0e+00  0.00  2.0e+00  9.9e+05  1.0e+00  1.0e+00
   1  T 0   1.429e+00   1e-01  0.00  2.0e+00  1.5e+00  2.5e-01  2.7e-01
   2  F 0   1.489e+00   4e-02  0.00  2.0e+00  6.0e-01  2.5e-01  2.6e-01
   3  F 0   1.429e+00   1e-01  0.00  2.0e+00  1.5e+00  2.5e-01  2.6e-01
   4  F 0   1.489e+00   4e-02  0.00  2.0e+00  6.0e-01  2.5e-01  2.6e-01
   5  F 0   1.429e+00   1e-01  0.00  2.0e+00  1.5e+00  2.5e-01  2.6e-01
   6  F 0   1.489e+00   4e-02  0.00  2.0e+00  6.0e-01  2.5e-01  2.6e-01
   7  F 0   1.429e+00   1e-01  0.00  2.0e+00  1.5e+00  2.5e-01  2.6e-01
Total number of system evaluations: 8
