   k  l     Obj         Vio    Bou   ML       |KKT|    |dX|     ||dX|| 
 269  T 0   3.898e-02   0e+00  0.98  9.7e-02  1.9e-04  7.7e-02  2.9e-01
 270  T 0   3.894e-02   0e+00  0.98  1.0e-01  1.7e-04  8.4e-02  2.9e-01
 271  T 0   3.891e-02   0e+00  0.98  9.3e-02  1.5e-04  8.8e-02  2.9e-01
 272  T 0   3.888e-02   0e+00  0.98  1.0e-01  1.2e-04  8.4e-02  2.6e-01
 273  T 0   3.884e-02   0e+00  0.98  1.0e-01  1.2e-04  8.8e-02  2.3e-01
 274  T 0   3.882e-02   0e+00  0.97  1.0e-01  9.5e-05  1.0e-01  2.0e-01
 275  T 0   3.879e-02   0e+00  0.97  1.0e-01  1.0e-04  6.0e-02  1.8e-01
 276  T 0   3.876e-02   0e+00  0.97  6.6e-02  9.3e-05  6.6e-02  1.7e-01
 277  T 0   3.874e-02   0e+00  0.97  7.3e-02  9.3e-05  7.3e-02  1.9e-01
 278  T 0   3.871e-02   0e+00  0.97  8.0e-02  9.3e-05  8.0e-02  1.9e-01
 279  T 0   3.868e-02   0e+00  0.97  8.8e-02  9.4e-05  8.8e-02  1.9e-01
 280  T 0   3.865e-02   0e+00  0.97  9.7e-02  9.5e-05  9.5e-02  2.0e-01
 281  T 0   3.862e-02   0e+00  0.97  1.0e-01  9.6e-05  7.0e-02  2.0e-01
 282  T 0   3.860e-02   0e+00  0.97  7.7e-02  9.6e-05  7.7e-02  2.1e-01
 283  T 0   3.857e-02   0e+00  0.97  8.4e-02  9.6e-05  8.4e-02  2.1e-01
 284  T 0   3.854e-02   0e+00  0.97  9.3e-02  9.6e-05  7.3e-02  2.0e-01
 285  T 0   3.851e-02   0e+00  0.97  1.0e-01  9.6e-05  7.7e-02  1.8e-01
 286  T 0   3.848e-02   0e+00  0.96  8.4e-02  9.6e-05  8.4e-02  1.8e-01
 287  T 0   3.845e-02   0e+00  0.96  9.3e-02  9.7e-05  7.3e-02  1.8e-01
 288  T 0   3.842e-02   0e+00  0.96  1.0e-01  9.7e-05  7.0e-02  1.8e-01
 289  T 0   3.838e-02   0e+00  0.96  7.7e-02  9.8e-05  7.7e-02  1.9e-01
 290  T 0   3.834e-02   0e+00  0.96  8.4e-02  9.7e-05  8.4e-02  2.1e-01
 291  T 0   3.831e-02   0e+00  0.96  9.3e-02  9.7e-05  8.4e-02  2.1e-01
 292  T 0   3.828e-02   0e+00  0.96  1.0e-01  9.7e-05  7.3e-02  1.9e-01
 293  T 0   3.825e-02   0e+00  0.96  1.0e-01  9.7e-05  7.9e-02  2.0e-01
 294  T 0   3.821e-02   0e+00  0.96  8.7e-02  9.7e-05  8.7e-02  2.1e-01
 295  T 0   3.819e-02   0e+00  0.96  9.6e-02  2.8e-04  7.0e-02  2.1e-01
 296  F 0   3.816e-02   0e+00  0.96  1.0e-01  9.8e-05  1.0e-01  2.3e-01
 297  T 0   3.813e-02   0e+00  0.96  8.4e-02  9.8e-05  8.4e-02  2.2e-01
 298  T 0   3.809e-02   0e+00  0.96  9.3e-02  1.0e-04  8.9e-02  2.3e-01
 299  T 0   3.806e-02   0e+00  0.95  1.0e-01  2.0e-04  7.0e-02  2.0e-01
 300  T 0   3.803e-02   0e+00  0.95  7.7e-02  1.0e-04  7.7e-02  2.1e-01
 301  T 0   3.800e-02   0e+00  0.95  8.4e-02  1.0e-04  8.4e-02  2.3e-01
 302  T 0   3.797e-02   0e+00  0.95  9.3e-02  1.1e-04  7.3e-02  2.3e-01
 303  F 0   3.793e-02   0e+00  0.95  1.0e-01  1.0e-04  7.2e-02  2.2e-01
 304  T 0   3.789e-02   0e+00  0.95  7.9e-02  1.0e-04  7.9e-02  2.2e-01
 305  T 0   3.785e-02   0e+00  0.95  7.9e-02  1.0e-04  7.1e-02  2.3e-01
 306  T 0   3.781e-02   0e+00  0.96  8.7e-02  1.1e-04  8.7e-02  2.6e-01
 307  T 0   3.780e-02   0e+00  0.96  9.6e-02  2.1e-03  9.6e-02  2.8e-01
 308  F 0   3.775e-02   0e+00  0.96  9.4e-02  1.1e-04  9.4e-02  2.7e-01
 309  T 0   3.770e-02   0e+00  0.96  1.0e-01  1.1e-04  7.7e-02  2.7e-01
 310  T 0   3.766e-02   0e+00  0.96  8.4e-02  1.1e-04  8.4e-02  2.9e-01
 311  T 0   3.762e-02   0e+00  0.96  9.3e-02  1.3e-04  9.1e-02  3.1e-01
 312  T 0   3.759e-02   0e+00  0.96  1.0e-01  1.1e-04  8.4e-02  3.1e-01
 313  T 0   3.756e-02   0e+00  0.96  1.0e-01  1.0e-04  1.0e-01  3.1e-01
 314  T 0   3.754e-02   2e-06  0.96  1.0e-01  1.0e-04  7.7e-02  2.5e-01
 315  F 0   3.752e-02   0e+00  0.96  1.0e-01  1.0e-04  1.0e-01  2.7e-01
 316  T 0   3.750e-02   0e+00  0.96  6.7e-02  1.1e-04  6.7e-02  2.5e-01
 317  T 0   3.748e-02   9e-06  0.96  7.3e-02  1.0e-04  7.3e-02  2.6e-01
 318  T 0   3.746e-02   0e+00  0.97  8.1e-02  1.0e-04  8.1e-02  2.7e-01
 319  T 0   3.745e-02   0e+00  0.97  8.9e-02  9.1e-05  8.9e-02  2.8e-01
 320  T 0   3.744e-02   8e-06  0.97  9.7e-02  1.1e-04  8.4e-02  2.8e-01
 321  T 0   3.742e-02   0e+00  0.97  1.0e-01  9.8e-05  8.9e-02  3.0e-01
 322  T 0   3.741e-02   0e+00  0.97  1.0e-01  1.0e-04  9.0e-02  2.5e-01
 323  T 0   3.741e-02   9e-10  0.97  9.9e-02  9.2e-05  7.9e-02  2.3e-01
 324  T 0   3.740e-02   0e+00  0.97  1.0e-01  8.1e-05  5.6e-02  1.9e-01
 325  T 0   3.739e-02   0e+00  0.97  6.2e-02  1.0e-04  6.2e-02  1.8e-01
 326  T 0   3.738e-02   0e+00  0.97  6.8e-02  8.5e-05  6.8e-02  1.8e-01
 327  T 0   3.737e-02   1e-05  0.97  7.5e-02  8.1e-05  6.8e-02  1.6e-01
 328  T 0   3.736e-02   0e+00  0.97  8.2e-02  8.2e-05  7.5e-02  1.7e-01
 329  T 0   3.735e-02   0e+00  0.98  7.3e-02  8.4e-05  7.3e-02  1.6e-01
 330  T 0   3.734e-02   5e-06  0.98  8.1e-02  8.4e-05  8.1e-02  1.7e-01
 331  T 0   3.733e-02   8e-06  0.98  8.9e-02  8.4e-05  8.9e-02  1.9e-01
 332  T 0   3.732e-02   7e-06  0.98  9.8e-02  8.4e-05  9.8e-02  2.0e-01
 333  T 0   3.731e-02   2e-05  0.98  1.0e-01  8.4e-05  8.4e-02  1.8e-01
 334  T 0   3.729e-02   0e+00  0.98  1.0e-01  8.3e-05  8.4e-02  1.6e-01
 335  T 0   3.728e-02   0e+00  0.98  1.0e-01  8.3e-05  7.3e-02  1.5e-01
 336  T 0   3.726e-02   2e-06  0.98  1.0e-01  8.3e-05  7.0e-02  1.4e-01
 337  T 0   3.725e-02   1e-05  0.98  7.7e-02  8.3e-05  7.7e-02  1.4e-01
 338  T 0   3.723e-02   2e-05  0.98  8.4e-02  8.3e-05  8.4e-02  1.6e-01
 339  T 0   3.721e-02   1e-05  0.98  9.3e-02  8.4e-05  7.3e-02  1.6e-01
 340  T 0   3.719e-02   4e-06  0.98  1.0e-01  8.3e-05  7.3e-02  1.6e-01
 341  T 0   3.717e-02   4e-05  0.98  8.0e-02  8.3e-05  8.0e-02  1.7e-01
 342  T 0   3.715e-02   8e-06  0.98  8.8e-02  8.3e-05  8.8e-02  1.9e-01
 343  T 0   3.713e-02   0e+00  0.98  9.7e-02  8.2e-05  7.0e-02  1.8e-01
 344  T 0   3.711e-02   3e-05  0.98  1.0e-01  8.1e-05  7.7e-02  1.9e-01
 345  T 0   3.709e-02   2e-06  0.98  8.4e-02  8.1e-05  8.4e-02  2.0e-01
 346  T 0   3.707e-02   5e-05  0.98  9.3e-02  8.1e-05  7.8e-02  2.3e-01
 347  T 0   3.705e-02   0e+00  0.98  1.0e-01  8.0e-05  7.0e-02  2.3e-01
 348  T 0   3.703e-02   1e-05  0.98  5.8e-02  7.9e-05  5.8e-02  2.3e-01
 349  T 0   3.702e-02   4e-06  0.98  6.3e-02  7.8e-05  6.3e-02  2.5e-01
 350  T 0   3.700e-02   0e+00  0.98  7.0e-02  8.0e-05  7.0e-02  2.6e-01
 351  T 0   3.698e-02   2e-06  0.98  7.7e-02  8.1e-05  7.7e-02  2.6e-01
 352  T 0   3.697e-02   9e-06  0.98  8.4e-02  8.2e-05  8.4e-02  2.7e-01
 353  T 0   3.695e-02   0e+00  0.98  9.3e-02  8.3e-05  8.4e-02  2.9e-01
 354  T 0   3.693e-02   0e+00  0.98  1.0e-01  8.2e-05  8.4e-02  2.8e-01
 355  T 0   3.692e-02   3e-05  0.98  1.0e-01  8.2e-05  9.0e-02  2.7e-01
 356  T 0   3.690e-02   2e-05  0.98  1.0e-01  8.2e-05  8.4e-02  2.6e-01
 357  T 0   3.689e-02   2e-05  0.98  1.0e-01  8.2e-05  8.4e-02  2.5e-01
 358  T 0   3.688e-02   1e-06  0.98  1.0e-01  8.2e-05  8.4e-02  2.5e-01
 359  T 0   3.686e-02   0e+00  0.98  1.0e-01  8.3e-05  9.0e-02  2.4e-01
 360  T 0   3.685e-02   3e-06  0.98  1.0e-01  8.3e-05  8.4e-02  2.0e-01
 361  T 0   3.684e-02   0e+00  0.98  1.0e-01  1.0e-04  8.4e-02  2.1e-01
 362  T 0   3.683e-02   0e+00  0.98  1.0e-01  3.8e-05  8.4e-02  2.0e-01
 363  T 0   3.682e-02   3e-06  0.98  1.0e-01  1.9e-05  7.3e-02  1.8e-01
 364  F 0   3.682e-02   3e-05  0.98  1.0e-01  3.8e-05  1.0e-01  1.9e-01
 365  T 0   3.681e-02   0e+00  0.98  6.3e-02  3.8e-05  6.3e-02  1.8e-01
 366  T 0   3.681e-02   0e+00  0.98  7.0e-02  3.8e-05  7.0e-02  1.9e-01
 367  T 0   3.680e-02   0e+00  0.98  7.7e-02  1.7e-05  7.7e-02  2.1e-01
 368  T 0   3.679e-02   4e-06  0.98  8.4e-02  1.7e-05  8.4e-02  2.2e-01
 369  T 0   3.678e-02   2e-06  0.98  9.3e-02  1.8e-05  7.7e-02  2.4e-01
 370  T 0   3.677e-02   1e-05  0.98  1.0e-01  1.8e-05  8.4e-02  2.4e-01
 371  T 0   3.677e-02   2e-06  0.98  9.3e-02  1.8e-05  8.4e-02  2.4e-01
 372  T 0   3.676e-02   3e-06  0.98  1.0e-01  1.8e-05  8.4e-02  2.3e-01
 373  T 0   3.676e-02   7e-06  0.98  1.0e-01  1.8e-05  8.4e-02  2.0e-01
 374  T 0   3.675e-02   0e+00  0.98  1.0e-01  1.9e-05  8.4e-02  1.8e-01
 375  T 0   3.675e-02   4e-06  0.98  1.0e-01  1.8e-05  7.3e-02  1.7e-01
 376  T 0   3.674e-02   7e-06  0.98  1.0e-01  1.8e-05  7.0e-02  1.5e-01
 377  T 0   3.674e-02   9e-06  0.98  7.7e-02  1.8e-05  7.7e-02  1.6e-01
 378  T 0   3.674e-02   0e+00  0.98  8.4e-02  1.8e-05  8.4e-02  1.7e-01
 379  T 0   3.673e-02   8e-06  0.98  9.3e-02  1.8e-05  7.3e-02  1.6e-01
 380  T 0   3.673e-02   2e-05  0.98  1.0e-01  1.8e-05  7.7e-02  1.5e-01
 381  T 0   3.673e-02   0e+00  0.98  8.4e-02  1.8e-05  8.4e-02  1.6e-01
 382  T 0   3.672e-02   3e-05  0.98  9.3e-02  1.8e-05  8.3e-02  1.4e-01
 383  T 0   3.672e-02   7e-06  0.98  1.0e-01  1.8e-05  4.3e-02  9.0e-02
Termination on Convergence criteria
Total number of system evaluations: 384
