   k  l     Obj        Vio     Bou   ML       |KKT|    |dX|     ||dX||   T_s      T_o      T_t
   0  T 0   5.153e-01   0e+00  0.00  1.0e-01  6.6e+02  1.0e+00  1.0e+00  5.9e-01  0.0e+00  0.0e+00
   1  T 0   3.597e-01   0e+00  0.00  1.1e-01  3.6e-02  1.0e-01  8.5e+00  3.1e-01  2.2e-02  3.3e-01
   2  T 0   2.518e-01   0e+00  0.00  1.2e-01  2.0e-02  1.1e-01  9.3e+00  3.3e-01  3.8e-03  3.4e-01
   3  T 0   1.809e-01   0e+00  0.00  1.3e-01  1.1e-02  1.2e-01  1.0e+01  3.2e-01  3.6e-03  3.3e-01
   4  T 0   1.417e-01   0e+00  0.24  1.5e-01  2.3e-04  1.3e-01  1.0e+01  3.1e-01  5.4e-03  3.2e-01
   5  T 0   1.190e-01   0e+00  0.28  1.6e-01  1.5e-04  1.5e-01  9.2e+00  2.8e-01  1.8e-03  2.8e-01
   6  T 0   1.023e-01   0e+00  0.26  1.8e-01  1.5e-04  1.6e-01  8.7e+00  2.8e-01  8.9e-03  2.9e-01
   7  T 0   8.731e-02   0e+00  0.26  1.9e-01  1.5e-04  1.8e-01  9.0e+00  2.9e-01  3.7e-03  3.0e-01
   8  T 0   7.659e-02   0e+00  0.23  2.1e-01  1.7e-04  1.9e-01  8.5e+00  3.1e-01  3.8e-03  3.2e-01
   9  T 0   6.782e-02   0e+00  0.21  2.4e-01  1.8e-04  2.1e-01  8.9e+00  2.8e-01  1.8e-03  2.8e-01
  10  T 0   6.130e-02   0e+00  0.20  2.6e-01  1.6e-04  2.4e-01  8.8e+00  2.8e-01  1.7e-03  2.8e-01
  11  T 0   5.792e-02   0e+00  0.19  2.9e-01  2.5e-04  2.6e-01  9.5e+00  2.8e-01  1.8e-03  2.8e-01
  12  F 0   5.792e-02   0e+00  0.19  1.4e-01  2.5e-04  0.0e+00  0.0e+00  2.9e-01  1.8e-03  2.9e-01
  12  T 1   5.194e-02   0e+00  0.38  1.6e-01  1.7e-04  1.4e-01  5.6e+00  2.9e-01  1.4e-03  2.9e-01
  13  T 0   4.889e-02   0e+00  0.55  1.7e-01  1.3e-04  1.6e-01  5.8e+00  3.0e-01  1.8e-03  3.0e-01
  14  T 0   4.786e-02   0e+00  0.55  1.9e-01  1.8e-04  1.7e-01  6.1e+00  3.9e-01  8.7e-03  4.0e-01
  15  F 0   4.786e-02   0e+00  0.55  9.5e-02  1.8e-04  0.0e+00  0.0e+00  2.9e-01  1.8e-03  2.9e-01
  15  T 1   4.591e-02   0e+00  0.59  1.0e-01  1.4e-04  9.5e-02  3.6e+00  2.5e-01  1.5e-03  2.6e-01
  16  T 0   4.474e-02   0e+00  0.67  1.1e-01  1.9e-04  1.0e-01  3.8e+00  2.0e-01  1.3e-03  2.0e-01
  17  F 0   4.474e-02   0e+00  0.67  5.7e-02  1.9e-04  0.0e+00  0.0e+00  2.1e-01  1.3e-03  2.1e-01
  17  T 1   4.376e-02   0e+00  0.71  6.3e-02  1.3e-04  5.7e-02  2.1e+00  2.0e-01  1.0e-03  2.0e-01
  18  T 0   4.273e-02   0e+00  0.79  6.9e-02  1.1e-04  6.3e-02  2.2e+00  2.0e-01  1.3e-03  2.0e-01
  19  T 0   4.191e-02   0e+00  0.80  7.6e-02  9.8e-05  6.9e-02  2.2e+00  2.3e-01  1.3e-03  2.3e-01
