   k  l     Obj         Vio    Bou   ML       |KKT|    |dX|     ||dX||   T_s      T_o      T_t
   0  T 0   5.388e+09   2e-02  0.00  1.0e-01  7.5e+02  1.0e+00  1.0e+00  5.6e-01  0.0e+00  0.0e+00
   1  T 0   5.372e+09   1e-02  0.00  1.0e-01  7.5e+02  7.5e-04  5.8e-02  2.8e-01  1.6e-03  2.8e-01
   2  T 0   2.640e+09  -4e-06  0.00  1.0e-01  1.3e-02  1.0e-01  7.4e+00  2.8e-01  6.5e-03  2.9e-01
   3  T 0   1.729e+09  -7e-02  0.00  1.0e-01  5.4e-03  1.0e-01  4.0e+00  2.8e-01  1.9e-03  2.8e-01
   4  T 0   1.181e+09  -8e-02  0.08  1.0e-01  2.5e-03  1.0e-01  3.5e+00  3.2e-01  1.9e-03  3.3e-01
   5  T 0   7.929e+08  -1e-01  0.16  1.0e-01  1.4e-03  1.0e-01  4.6e+00  3.3e-01  1.6e-03  3.3e-01
   6  T 0   5.525e+08  -2e-01  0.24  1.0e-01  1.1e-03  1.0e-01  5.1e+00  3.0e-01  1.6e-03  3.1e-01
   7  T 0   4.290e+08  -3e-01  0.31  1.0e-01  1.4e-03  1.0e-01  5.0e+00  3.0e-01  1.5e-03  3.0e-01
   8  T 0   3.570e+08  -3e-01  0.36  1.0e-01  7.9e-04  1.0e-01  4.6e+00  2.9e-01  1.5e-03  2.9e-01
   9  T 0   3.043e+08  -4e-01  0.40  1.0e-01  3.9e-04  1.0e-01  4.8e+00  2.8e-01  1.5e-03  2.8e-01
  10  T 0   2.783e+08  -4e-01  0.47  1.0e-01  1.3e-04  1.0e-01  3.9e+00  2.7e-01  1.5e-03  2.7e-01
  11  T 0   2.605e+08  -4e-01  0.52  1.0e-01  2.0e-04  1.0e-01  3.5e+00  2.7e-01  1.5e-03  2.7e-01
  12  T 0   2.452e+08  -3e-01  0.60  1.0e-01  2.1e-03  1.0e-01  3.4e+00  2.7e-01  1.5e-03  2.7e-01
  13  T 0   2.328e+08  -3e-01  0.65  1.0e-01  1.9e-04  1.0e-01  3.1e+00  3.1e-01  1.6e-03  3.1e-01
  14  T 0   2.224e+08  -3e-01  0.69  1.0e-01  8.8e-05  1.0e-01  2.9e+00  2.7e-01  1.5e-03  2.7e-01
  15  T 0   2.122e+08  -2e-01  0.72  1.0e-01  1.6e-04  1.0e-01  3.1e+00  2.9e-01  1.5e-03  2.9e-01
  16  T 0   2.035e+08  -2e-01  0.76  1.0e-01  4.4e-04  1.0e-01  3.1e+00  3.0e-01  1.5e-03  3.0e-01
  17  T 0   1.975e+08  -2e-01  0.79  1.0e-01  2.2e-04  1.0e-01  2.5e+00  2.9e-01  1.5e-03  2.9e-01
  18  T 0   1.927e+08  -1e-01  0.81  1.0e-01  6.1e-05  1.0e-01  2.3e+00  2.7e-01  1.5e-03  2.7e-01
  19  T 0   1.883e+08  -1e-01  0.82  1.0e-01  9.0e-05  1.0e-01  2.1e+00  3.0e-01  1.5e-03  3.0e-01
  20  T 0   1.847e+08  -8e-02  0.84  1.0e-01  6.1e-05  1.0e-01  2.1e+00  2.8e-01  1.6e-03  2.8e-01
  21  T 0   1.813e+08  -5e-02  0.85  1.0e-01  1.4e-04  1.0e-01  2.0e+00  2.9e-01  1.5e-03  2.9e-01
  22  T 0   1.787e+08  -3e-02  0.86  1.0e-01  6.2e-05  1.0e-01  1.8e+00  2.7e-01  1.7e-03  2.7e-01
  23  T 0   1.759e+08  -1e-02  0.87  1.0e-01  5.4e-05  1.0e-01  1.9e+00  2.7e-01  1.5e-03  2.8e-01
  24  T 0   1.737e+08  -2e-06  0.88  1.0e-01  6.2e-05  1.0e-01  1.7e+00  2.7e-01  2.4e-03  2.8e-01
  25  T 0   1.724e+08  -1e-06  0.89  1.0e-01  5.1e-05  1.0e-01  1.5e+00  2.7e-01  2.5e-03  2.7e-01
  26  T 0   1.712e+08  -6e-06  0.90  1.0e-01  5.4e-05  1.0e-01  1.3e+00  2.7e-01  2.2e-03  2.7e-01
  27  T 0   1.701e+08   6e-07  0.90  1.0e-01  8.3e-05  1.0e-01  1.3e+00  3.1e-01  2.2e-03  3.1e-01
  28  T 0   1.696e+08   3e-06  0.90  1.0e-01  8.1e-05  1.0e-01  1.0e+00  2.7e-01  2.2e-03  2.7e-01
  29  T 0   1.683e+08  -9e-06  0.91  1.0e-01  7.5e-05  1.0e-01  8.8e-01  2.8e-01  2.2e-03  2.8e-01
  30  T 0   1.673e+08  -1e-07  0.91  1.0e-01  2.9e-04  1.0e-01  7.1e-01  2.8e-01  2.2e-03  2.9e-01
  31  F 0   1.673e+08  -1e-07  0.91  7.0e-02  2.9e-04  0.0e+00  0.0e+00  2.7e-01  2.2e-03  2.8e-01
  31  F 1   1.673e+08  -1e-07  0.91  4.9e-02  2.9e-04  0.0e+00  0.0e+00  2.7e-01  1.9e-03  2.7e-01
  31  F 2   1.673e+08  -1e-07  0.91  3.4e-02  2.9e-04  0.0e+00  0.0e+00  3.1e-01  1.9e-03  3.1e-01
  31  T 3   1.672e+08  -4e-06  0.91  4.1e-02  1.9e-04  3.4e-02  4.5e-01  2.7e-01  1.8e-03  2.7e-01
  32  T 0   1.668e+08  -5e-06  0.91  4.9e-02  3.8e-04  4.1e-02  3.4e-01  2.9e-01  2.1e-03  2.9e-01
  33  T 0   1.665e+08   4e-06  0.91  5.9e-02  2.2e-04  4.9e-02  2.3e-01  2.9e-01  2.1e-03  2.9e-01
  34  T 0   1.662e+08  -5e-07  0.91  7.1e-02  1.2e-04  5.7e-02  2.0e-01  2.9e-01  2.6e-03  2.9e-01
  35  T 0   1.655e+08  -2e-06  0.92  8.5e-02  2.9e-04  7.1e-02  3.5e-01  2.7e-01  2.0e-03  2.7e-01
  36  T 0   1.648e+08  -1e-06  0.93  1.0e-01  6.7e-05  8.5e-02  1.9e+00  2.8e-01  2.8e-03  2.8e-01
