   k  l     Obj         Vio    Bou   ML       |KKT|    |dX|     ||dX||   T_s      T_o      T_t
   0  T 0   9.457e+07  -9e+00  1.00  1.0e-01  0.0e+00  1.0e+00  1.0e+00  4.6e-01  0.0e+00  0.0e+00
   1  T 0   8.219e+07  -8e+00  0.12  1.0e-01  6.7e-04  1.0e-01  5.6e+00  2.2e-01  3.8e-03  2.3e-01
   2  T 0   7.133e+07  -7e+00  0.14  1.0e-01  6.7e-04  1.0e-01  5.6e+00  2.0e-01  1.4e-03  2.0e-01
   3  T 0   6.197e+07  -6e+00  0.11  1.0e-01  6.8e-04  1.0e-01  5.7e+00  2.0e-01  1.6e-03  2.1e-01
   4  T 0   5.414e+07  -6e+00  0.13  1.0e-01  7.0e-04  1.0e-01  5.7e+00  2.1e-01  1.5e-03  2.1e-01
   5  T 0   4.739e+07  -5e+00  0.09  1.0e-01  7.3e-04  1.0e-01  5.7e+00  2.1e-01  1.5e-03  2.1e-01
   6  T 0   4.082e+07  -4e+00  0.11  1.0e-01  1.1e-03  1.0e-01  5.7e+00  2.0e-01  1.5e-03  2.0e-01
   7  T 0   3.332e+07  -4e+00  0.10  1.0e-01  6.9e-04  1.0e-01  5.6e+00  2.0e-01  1.5e-03  2.0e-01
   8  T 0   2.585e+07  -3e+00  0.13  1.0e-01  7.3e-04  1.0e-01  5.6e+00  2.0e-01  1.5e-03  2.0e-01
   9  T 0   1.993e+07  -3e+00  0.12  1.0e-01  1.6e-03  1.0e-01  5.6e+00  2.2e-01  1.5e-03  2.2e-01
  10  T 0   1.373e+07  -2e+00  0.53  1.0e-01  4.9e-04  1.0e-01  5.6e+00  2.2e-01  1.5e-03  2.2e-01
  11  T 0   1.073e+07  -2e+00  0.51  1.0e-01  6.1e-04  1.0e-01  4.2e+00  2.2e-01  1.5e-03  2.2e-01
  12  T 0   7.386e+06  -1e+00  0.76  1.0e-01  5.9e-04  1.0e-01  4.2e+00  2.0e-01  1.5e-03  2.0e-01
  13  T 0   6.356e+06  -1e+00  0.74  1.0e-01  4.2e-04  1.0e-01  3.0e+00  2.0e-01  1.5e-03  2.1e-01
  14  T 0   5.336e+06  -8e-01  0.83  1.0e-01  1.1e-03  1.0e-01  3.0e+00  2.0e-01  1.4e-03  2.1e-01
  15  T 0   4.765e+06  -6e-01  0.81  1.0e-01  5.3e-04  1.0e-01  2.6e+00  2.1e-01  1.4e-03  2.1e-01
  16  T 0   4.215e+06  -5e-01  0.87  1.0e-01  1.2e-03  1.0e-01  2.6e+00  2.0e-01  1.5e-03  2.0e-01
  17  T 0   4.124e+06  -4e-01  0.85  1.0e-01  9.3e-03  1.0e-01  2.3e+00  2.0e-01  1.6e-03  2.0e-01
  18  T 0   3.788e+06  -3e-01  0.85  1.0e-01  1.9e-03  1.0e-01  2.5e+00  2.0e-01  1.4e-03  2.1e-01
  19  F 0   3.788e+06  -3e-01  0.85  1.0e-01  1.9e-03  0.0e+00  0.0e+00  2.0e-01  1.5e-03  2.0e-01
  19  T 1   3.575e+06  -3e-01  0.84  1.0e-01  1.1e-03  1.0e-01  1.3e+00  2.0e-01  1.0e-03  2.0e-01
  20  T 0   3.343e+06  -2e-01  0.88  1.0e-01  2.4e-03  1.0e-01  2.0e+00  2.0e-01  1.5e-03  2.0e-01
  21  T 0   3.105e+06  -2e-01  0.90  1.0e-01  6.3e-04  1.0e-01  2.0e+00  2.0e-01  1.6e-03  2.0e-01
  22  T 0   3.057e+06  -1e-01  0.90  1.0e-01  2.0e-03  1.0e-01  1.9e+00  2.0e-01  1.4e-03  2.1e-01
  23  T 0   2.953e+06  -8e-02  0.91  1.0e-01  1.0e-03  1.0e-01  1.8e+00  2.0e-01  1.4e-03  2.0e-01
  24  T 0   2.924e+06  -7e-02  0.90  1.0e-01  6.4e-04  1.0e-01  1.7e+00  2.0e-01  1.4e-03  2.0e-01
  25  T 0   2.787e+06  -4e-02  0.92  1.0e-01  2.7e-04  1.0e-01  1.6e+00  2.0e-01  1.5e-03  2.0e-01
  26  T 0   2.774e+06  -4e-02  0.92  1.0e-01  3.5e-03  1.0e-01  1.4e+00  2.2e-01  1.5e-03  2.2e-01
