   k  l     Obj         Vio    Bou   ML       |KKT|    |dX|     ||dX||   T_s      T_o      T_t
   0  T 0   5.388e+09   2e-02  0.00  1.0e-01  7.5e+02  1.0e+00  1.0e+00  5.6e-01  0.0e+00  0.0e+00
   1  T 0   2.678e+09   2e-06  0.00  1.0e-01  1.3e-02  1.0e-01  8.4e+00  2.8e-01  8.1e-03  2.9e-01
   2  T 0   1.366e+09  -9e-02  0.22  1.0e-01  5.5e-03  1.0e-01  8.5e+00  2.8e-01  1.6e-03  2.9e-01
   3  T 0   9.937e+08  -8e-02  0.21  1.0e-01  2.4e-03  1.0e-01  7.5e+00  2.8e-01  1.9e-03  2.8e-01
   4  T 0   6.406e+08  -2e-01  0.35  1.0e-01  1.5e-03  1.0e-01  7.5e+00  3.2e-01  1.9e-03  3.3e-01
   5  T 0   5.165e+08  -2e-01  0.34  1.0e-01  1.1e-03  1.0e-01  6.5e+00  3.2e-01  1.9e-03  3.2e-01
   6  T 0   4.019e+08  -3e-01  0.37  1.0e-01  9.6e-04  1.0e-01  6.1e+00  3.3e-01  1.5e-03  3.3e-01
   7  T 0   3.362e+08  -3e-01  0.40  1.0e-01  7.7e-04  1.0e-01  5.4e+00  2.8e-01  1.5e-03  2.8e-01
   8  T 0   2.787e+08  -3e-01  0.59  1.0e-01  2.6e-04  1.0e-01  5.2e+00  2.8e-01  2.0e-03  2.8e-01
   9  T 0   2.628e+08  -3e-01  0.59  1.0e-01  1.2e-04  1.0e-01  3.5e+00  3.0e-01  1.9e-03  3.0e-01
  10  T 0   2.475e+08  -3e-01  0.66  1.0e-01  1.2e-04  1.0e-01  3.5e+00  2.6e-01  1.9e-03  2.7e-01
  11  T 0   2.371e+08  -2e-01  0.71  1.0e-01  1.1e-04  1.0e-01  2.9e+00  3.0e-01  2.0e-03  3.0e-01
  12  T 0   2.283e+08  -2e-01  0.73  1.0e-01  9.3e-05  1.0e-01  2.9e+00  2.8e-01  2.2e-03  2.9e-01
  13  T 0   2.205e+08  -1e-01  0.74  1.0e-01  9.6e-05  1.0e-01  2.6e+00  2.7e-01  2.0e-03  2.7e-01
  14  T 0   2.115e+08  -1e-01  0.76  1.0e-01  1.0e-04  1.0e-01  2.6e+00  2.7e-01  2.0e-03  2.7e-01
  15  T 0   2.023e+08  -6e-02  0.80  1.0e-01  8.6e-05  1.0e-01  2.5e+00  2.8e-01  2.0e-03  2.9e-01
  16  T 0   1.952e+08  -2e-02  0.84  1.0e-01  2.1e-04  1.0e-01  2.4e+00  3.0e-01  2.0e-03  3.1e-01
  17  T 0   1.906e+08  -1e-06  0.86  1.0e-01  1.1e-04  1.0e-01  2.1e+00  3.2e-01  3.0e-03  3.2e-01
  18  T 0   1.876e+08  -8e-07  0.87  1.0e-01  8.0e-05  1.0e-01  2.1e+00  3.0e-01  3.2e-03  3.0e-01
  19  T 0   1.847e+08   2e-05  0.88  1.0e-01  8.2e-05  1.0e-01  1.7e+00  2.7e-01  3.4e-03  2.7e-01
  20  T 0   1.819e+08  -9e-06  0.89  1.0e-01  8.2e-05  1.0e-01  1.8e+00  2.7e-01  2.5e-03  2.7e-01
  21  T 0   1.793e+08   3e-06  0.90  1.0e-01  2.8e-04  1.0e-01  1.6e+00  2.7e-01  2.9e-03  2.7e-01
  22  T 0   1.780e+08  -2e-07  0.92  1.0e-01  9.9e-05  1.0e-01  1.6e+00  2.7e-01  3.1e-03  2.7e-01
  23  T 0   1.771e+08  -1e-05  0.93  1.0e-01  1.2e-04  1.0e-01  1.4e+00  2.8e-01  2.9e-03  2.8e-01
  24  T 0   1.765e+08   9e-06  0.93  1.0e-01  1.4e-04  1.0e-01  1.4e+00  2.7e-01  2.8e-03  2.7e-01
  25  T 0   1.758e+08   0e+00  0.94  1.0e-01  9.5e-05  1.0e-01  1.2e+00  2.7e-01  3.2e-03  2.7e-01
  26  T 0   1.751e+08   0e+00  0.94  1.0e-01  8.5e-05  1.0e-01  1.1e+00  2.8e-01  3.2e-03  2.8e-01
  27  T 0   1.747e+08  -2e-05  0.95  1.0e-01  5.6e-05  1.0e-01  1.0e+00  2.7e-01  2.9e-03  2.7e-01
  28  T 0   1.744e+08   1e-06  0.95  1.0e-01  5.8e-05  1.0e-01  8.4e-01  2.9e-01  2.8e-03  2.9e-01
  29  T 0   1.742e+08   5e-06  0.95  1.0e-01  6.0e-05  1.0e-01  7.1e-01  2.8e-01  2.9e-03  2.8e-01
  30  T 0   1.741e+08   3e-06  0.95  1.0e-01  7.4e-05  1.0e-01  6.1e-01  2.8e-01  2.5e-03  2.8e-01
  31  T 0   1.739e+08   6e-06  0.96  1.0e-01  4.9e-05  1.0e-01  6.0e-01  2.7e-01  2.5e-03  2.7e-01
  32  T 0   1.737e+08  -2e-06  0.96  1.0e-01  6.5e-05  1.0e-01  5.4e-01  2.7e-01  2.8e-03  2.7e-01
  33  T 0   1.735e+08  -2e-06  0.96  1.0e-01  4.3e-05  1.0e-01  5.8e-01  2.7e-01  2.6e-03  2.7e-01
  34  T 0   1.734e+08   7e-06  0.96  1.0e-01  4.9e-05  1.0e-01  5.3e-01  2.8e-01  2.6e-03  2.8e-01
  35  T 0   1.733e+08   6e-07  0.96  1.0e-01  9.2e-05  1.0e-01  5.9e-01  2.8e-01  2.8e-03  2.9e-01
  36  T 0   1.732e+08   2e-06  0.96  1.0e-01  1.4e-05  1.0e-01  5.4e-01  3.1e-01  2.5e-03  3.2e-01
  37  T 0   1.731e+08   1e-06  0.96  1.0e-01  2.0e-05  1.0e-01  5.9e-01  3.0e-01  2.9e-03  3.0e-01
  38  T 0   1.731e+08   4e-06  0.97  1.0e-01  1.5e-05  1.0e-01  5.4e-01  2.7e-01  2.5e-03  2.7e-01
  39  T 0   1.730e+08   2e-05  0.97  1.0e-01  1.7e-05  1.0e-01  5.5e-01  2.8e-01  2.8e-03  2.8e-01
  40  T 0   1.729e+08  -1e-06  0.97  1.0e-01  1.1e-05  1.0e-01  5.0e-01  3.2e-01  2.8e-03  3.3e-01
  41  T 0   1.729e+08   1e-05  0.97  1.0e-01  1.2e-05  1.0e-01  5.3e-01  3.0e-01  2.9e-03  3.0e-01
  42  T 0   1.728e+08   6e-07  0.97  1.0e-01  9.4e-06  1.0e-01  5.6e-01  2.9e-01  2.5e-03  2.9e-01
  43  T 0   1.728e+08   1e-06  0.97  1.0e-01  9.5e-06  1.0e-01  5.6e-01  2.8e-01  2.8e-03  2.8e-01
  44  T 0   1.728e+08  -2e-06  0.97  1.0e-01  9.8e-06  1.0e-01  5.4e-01  3.1e-01  2.6e-03  3.1e-01
