   k  l     Obj         Vio    Bou   ML       |KKT|    |dX|     ||dX||   T_s      T_o      T_t
   0  T 0   2.664e-01   1e+00  0.00  1.0e+00  1.6e-02  1.0e+00  1.0e+00  4.8e-03  0.0e+00  0.0e+00
   1  F 0   1.000e+00   3e+00  1.00  1.0e+00  0.0e+00  1.3e+00  1.4e+01  5.2e-03  3.6e-01  3.6e-01
   2  T 0   9.247e-01   1e+00  0.41  1.0e+00  5.8e+01  8.6e-01  1.8e+00  5.4e-03  4.3e-01  4.4e-01
   3  T 0   1.000e+00   5e-02  0.99  1.0e+00  6.8e+01  2.4e-01  1.5e+00  5.4e-03  4.1e-01  4.2e-01
   4  T 0   9.949e-01   7e-04  0.55  1.0e+00  5.2e-02  2.1e-02  5.2e-02  5.2e-03  4.2e-01  4.2e-01
   5  F 0   7.989e-01   2e-03  0.01  1.0e+00  2.2e-02  2.3e-01  2.3e+00  5.3e-03  4.1e-01  4.1e-01
   6  F 0   3.954e-01   7e-03  0.04  1.0e+00  2.5e-02  7.9e-01  6.6e+00  5.3e-03  4.2e-01  4.2e-01
   7  T 0   1.539e-01   3e-03  0.35  1.0e+00  1.7e-01  7.6e-01  9.1e+00  5.4e-03  4.1e-01  4.2e-01
   8  T 0   1.106e-01   9e-04  0.43  1.0e+00  1.4e-02  6.3e-01  3.0e+00  5.1e-03  4.2e-01  4.2e-01
   9  T 0   1.034e-01   4e-02  0.45  1.0e+00  1.5e-02  7.7e-01  2.3e+00  5.5e-03  4.1e-01  4.2e-01
  10  F 0   1.000e-01   6e-01  0.46  1.0e+00  1.7e-01  6.9e-01  9.3e-01  5.3e-03  4.2e-01  4.2e-01
  11  F 0   1.124e-01   3e-01  0.62  1.0e+00  2.2e+04  9.5e-01  5.2e+00  5.4e-03  4.0e-01  4.1e-01
  12  F 0   1.125e-01   3e-01  0.62  1.0e+00  6.5e+02  4.9e-01  7.6e-01  5.2e-03  4.4e-01  4.4e-01
  13  F 0   1.000e+00   4e-01  0.99  1.0e+00  5.1e+02  1.0e+00  1.7e+01  5.4e-03  4.4e-01  4.4e-01
  14  F 0   9.975e-01   2e-02  0.82  1.0e+00  5.0e-01  9.2e-02  1.6e-01  5.6e-03  4.2e-01  4.3e-01
  15  T 0   9.737e-01   2e-04  0.05  1.0e+00  2.6e-02  5.3e-02  2.1e-01  5.4e-03  4.1e-01  4.2e-01
  16  F 0   7.443e-01   3e-03  0.01  1.0e+00  3.4e-02  2.5e-01  3.2e+00  5.4e-03  4.2e-01  4.3e-01
  17  F 0   3.064e-01   2e-02  0.06  1.0e+00  9.3e-02  7.7e-01  7.3e+00  5.5e-03  4.1e-01  4.2e-01
  18  F 0   1.108e-01   4e-01  0.43  1.0e+00  8.1e-02  7.9e-01  8.8e+00  5.5e-03  4.2e-01  4.3e-01
  19  F 0   1.000e+00   6e-02  0.99  1.0e+00  1.4e-01  1.0e+00  1.7e+01  5.3e-03  4.5e-01  4.6e-01
  20  F 0   7.554e-01   7e-01  0.00  1.0e+00  9.5e-01  7.1e-01  3.7e+00  5.5e-03  4.2e-01  4.2e-01
  21  F 0   6.037e-01   1e-01  0.01  1.0e+00  2.6e-01  5.7e-01  2.1e+00  5.3e-03  4.1e-01  4.2e-01
  22  F 0   3.343e-01   3e-01  0.03  1.0e+00  4.0e-02  7.1e-01  4.3e+00  5.5e-03  4.2e-01  4.3e-01
  23  F 0   9.395e-02   4e-01  0.44  1.0e+00  1.5e-01  7.6e-01  9.9e+00  5.3e-03  4.3e-01  4.4e-01
  24  T 0   7.726e-02   2e-01  0.50  1.0e+00  3.4e-02  6.0e-01  2.4e+00  5.1e-03  4.2e-01  4.3e-01
  25  F 0   7.791e-02   1e-02  0.50  1.0e+00  1.3e-01  9.3e-01  9.6e-01  5.3e-03  4.0e-01  4.1e-01
  26  T 0   7.416e-02   4e-04  0.50  1.0e+00  3.8e-03  2.2e-01  3.6e-01  5.3e-03  4.2e-01  4.2e-01
  27  T 0   7.087e-02   2e-06  0.50  1.0e+00  3.2e-03  4.9e-01  9.9e-01  5.3e-03  4.0e-01  4.1e-01
  28  T 0   6.621e-02   2e-05  0.51  1.0e+00  2.0e-03  5.5e-01  1.2e+00  5.4e-03  4.1e-01  4.2e-01
  29  T 0   6.472e-02   4e-05  0.52  1.0e+00  3.7e-03  6.3e-01  1.1e+00  5.2e-03  4.1e-01  4.1e-01
  30  T 0   6.460e-02   2e-07  0.52  1.0e+00  5.8e-03  1.2e-02  1.4e-02  5.3e-03  4.1e-01  4.2e-01
  31  T 0   6.414e-02   3e-05  0.52  1.0e+00  4.7e-03  1.7e-01  2.3e-01  5.2e-03  4.1e-01  4.1e-01
  32  T 0   6.267e-02   5e-07  0.52  1.0e+00  3.6e-03  3.8e-01  3.8e-01  5.2e-03  4.1e-01  4.2e-01
  33  T 0   6.218e-02   5e-06  0.53  1.0e+00  1.6e-03  2.2e-01  4.4e-01  5.3e-03  4.0e-01  4.1e-01
  34  T 0   6.213e-02   1e-07  0.53  1.0e+00  2.0e-04  2.7e-01  4.6e-01  5.2e-03  4.1e-01  4.2e-01
  35  T 0   6.211e-02   7e-10  0.54  1.0e+00  1.1e-05  4.3e-01  7.3e-01  5.3e-03  4.1e-01  4.1e-01
  36  T 0   6.211e-02   1e-13  0.54  1.0e+00  3.9e-09  2.1e-01  2.9e-01  5.3e-03  4.1e-01  4.2e-01
  37  T 0   6.211e-02   4e-16  0.54  1.0e+00  1.8e-09  9.0e-05  1.6e-04  5.2e-03  4.1e-01  4.1e-01
Termination on Convergence criteria
