   k  l     Obj         Vio    Bou   ML       |KKT|    |dX|     ||dX||   T_s      T_o      T_t
   0  T 0   8.787e-01   4e-01  0.98  1.0e-01  2.0e+10  1.0e+00  1.0e+00  2.2e-02  0.0e+00  0.0e+00
   1  T 0   1.548e-01   0e+00  0.98  1.0e-01  9.8e-02  1.0e+00  1.2e+01  2.2e-02  2.1e-02  4.3e-02
   2  T 0   1.227e-01   2e-02  0.98  1.0e-01  8.4e-02  1.0e+00  2.0e+00  2.7e-02  5.1e-02  7.8e-02
   3  T 0   1.199e-01   2e-02  0.98  1.0e-01  8.4e-02  2.0e-01  3.1e-01  3.3e-02  8.0e-02  1.1e-01
   4  F 0   1.194e-01   1e-02  0.98  1.0e-01  8.2e-02  1.0e+00  1.8e+00  3.5e-02  5.7e-02  9.2e-02
   5  T 0   1.154e-01   6e-03  0.98  1.0e-01  7.9e-02  1.0e+00  1.0e+00  2.5e-02  5.6e-02  8.1e-02
   6  F 0   1.153e-01   9e-04  0.99  1.0e-01  7.9e-02  2.0e-01  2.6e-01  2.3e-02  5.1e-02  7.4e-02
   7  F 0   1.153e-01   6e-03  0.98  1.0e-01  7.9e-02  2.0e-01  3.1e-01  2.2e-02  3.5e-02  5.7e-02
   8  F 0   1.153e-01   2e-03  0.99  1.0e-01  7.9e-02  2.0e-01  3.1e-01  2.4e-02  5.4e-02  7.8e-02
   9  T 0   1.153e-01   3e-04  0.98  1.0e-01  7.9e-02  2.0e-01  3.1e-01  2.2e-02  3.7e-02  6.0e-02
  10  F 0   1.153e-01   1e-04  0.99  1.0e-01  7.9e-02  2.0e-01  3.1e-01  2.3e-02  3.8e-02  6.0e-02
  11  F 0   1.153e-01   6e-06  0.98  1.0e-01  7.9e-02  2.0e-01  3.1e-01  2.3e-02  3.2e-02  5.4e-02
  12  F 0   1.153e-01   9e-06  0.99  1.0e-01  7.9e-02  2.0e-01  3.1e-01  2.3e-02  3.2e-02  5.5e-02
  13  T 0   1.153e-01   8e-08  0.98  1.0e-01  7.9e-02  2.0e-01  3.1e-01  2.3e-02  3.1e-02  5.3e-02
  14  F 0   1.153e-01   5e-07  0.99  1.0e-01  7.9e-02  2.0e-01  3.1e-01  2.3e-02  4.4e-02  6.7e-02
  15  F 0   1.153e-01   5e-07  0.99  1.0e-01  7.9e-02  0.0e+00  0.0e+00  2.2e-02  2.4e-02  4.6e-02
Termination on Convergence criteria
