   k  l     Obj         Vio    Bou   ML       |KKT|    |dX|     ||dX||   T_s      T_o      T_t
   0  T 0   6.012e-01   4e+01  0.98  1.0e-01  2.0e+10  1.0e+00  1.0e+00  2.2e-02  0.0e+00  0.0e+00
   1  T 0   1.181e+00   3e+01  0.98  1.0e-01  9.9e-01  1.0e+00  1.2e+01  2.2e-02  4.4e-02  6.6e-02
   2  T 0   1.278e+00   2e+01  0.98  1.0e-01  9.9e-01  1.0e-01  1.1e-01  2.2e-02  2.2e-02  4.4e-02
   3  T 0   1.375e+00   1e+01  0.98  1.0e-01  9.9e-01  1.0e-01  1.1e-01  5.3e-02  2.1e-02  7.4e-02
   4  T 0   1.473e+00   7e+00  0.98  1.0e-01  9.9e-01  1.0e-01  1.0e-01  2.2e-02  2.1e-02  4.3e-02
   5  T 0   1.571e+00   1e-01  0.98  1.0e-01  9.9e-01  1.0e-01  1.0e-01  2.2e-02  2.3e-02  4.5e-02
   6  T 0   2.321e-01   5e-02  0.99  1.0e-01  1.8e-01  1.0e+00  1.6e+01  2.2e-02  1.4e-02  3.6e-02
   7  T 0   2.321e-01   6e-03  0.99  1.0e-01  1.8e-01  2.0e-01  2.0e-01  2.2e-02  2.3e-02  4.5e-02
   8  T 0   2.321e-01   1e-04  0.98  1.0e-01  1.8e-01  2.0e-01  2.8e-01  2.5e-02  2.2e-02  4.7e-02
   9  T 0   2.321e-01   2e-05  0.99  1.0e-01  1.8e-01  2.0e-01  2.6e-01  2.4e-02  2.5e-02  4.9e-02
  10  T 0   2.321e-01   0e+00  0.99  1.0e-01  1.8e-01  1.7e-05  1.8e-05  2.2e-02  1.6e-02  3.8e-02
Termination on Convergence criteria
