   k  l     Obj         Vio    Bou   ML       |KKT|    |dX|     ||dX||   T_s      T_o      T_t
   0  T 0   9.211e-01   3e+00  0.98  1.0e-01  2.0e+10  1.0e+00  1.0e+00  2.2e-02  0.0e+00  0.0e+00
   1  T 0   2.063e-01   5e-02  0.98  1.0e-01  1.4e-01  1.0e+00  1.2e+01  2.2e-02  3.4e-02  5.6e-02
   2  T 0   1.773e-01   2e-03  0.98  1.0e-01  1.2e-01  1.0e+00  2.0e+00  2.2e-02  5.9e-02  8.1e-02
   3  T 0   1.773e-01   5e-04  0.99  1.0e-01  1.2e-01  2.0e-01  2.3e-01  2.2e-02  3.4e-02  5.6e-02
   4  F 0   1.773e-01   8e-04  0.99  1.0e-01  1.2e-01  2.0e-01  2.1e-01  2.7e-02  2.8e-02  5.4e-02
   5  T 0   1.773e-01   3e-05  0.98  1.0e-01  1.2e-01  2.0e-01  3.0e-01  2.4e-02  3.8e-02  6.1e-02
   6  T 0   1.773e-01   6e-06  0.99  1.0e-01  1.2e-01  2.0e-01  3.0e-01  2.3e-02  4.5e-02  6.8e-02
   7  F 0   1.773e-01   2e-05  0.98  1.0e-01  1.2e-01  2.0e-01  3.0e-01  2.2e-02  5.2e-02  7.4e-02
   8  T 0   1.773e-01   3e-06  0.99  1.0e-01  1.2e-01  2.0e-01  3.0e-01  2.2e-02  5.8e-02  8.0e-02
   9  T 0   1.773e-01   8e-08  0.98  1.0e-01  1.2e-01  2.0e-01  3.0e-01  2.2e-02  3.3e-02  5.5e-02
  10  F 0   1.773e-01   8e-08  0.98  1.0e-01  1.2e-01  0.0e+00  0.0e+00  2.2e-02  6.2e-02  8.4e-02
Termination on Convergence criteria
