   k  l     Obj         Vio    Bou   ML       |KKT|    |dX|     ||dX||   T_s      T_o      T_t
   0  T 0   1.353e+09  -4e+00  1.00  1.0e-01  0.0e+00  1.0e+00  1.0e+00  3.4e-01  0.0e+00  0.0e+00
   1  T 0   1.260e+09  -4e+00  0.40  1.0e-01  4.1e-04  1.0e-01  6.4e+00  2.0e-01  5.5e-03  2.0e-01
   2  T 0   1.166e+09  -3e+00  0.39  1.0e-01  4.1e-04  1.0e-01  6.3e+00  2.4e-01  2.0e-03  2.4e-01
   3  T 0   1.071e+09  -3e+00  0.39  1.0e-01  4.0e-04  1.0e-01  6.4e+00  2.0e-01  1.9e-03  2.0e-01
   4  T 0   9.771e+08  -3e+00  0.39  1.0e-01  4.0e-04  1.0e-01  6.5e+00  2.0e-01  1.9e-03  2.0e-01
   5  T 0   8.883e+08  -3e+00  0.38  1.0e-01  4.1e-04  1.0e-01  6.6e+00  2.0e-01  2.0e-03  2.0e-01
   6  T 0   8.068e+08  -2e+00  0.36  1.0e-01  4.2e-04  1.0e-01  6.6e+00  2.0e-01  2.0e-03  2.0e-01
   7  F 0   8.068e+08  -2e+00  0.36  1.0e-01  4.2e-04  0.0e+00  0.0e+00  2.0e-01  2.0e-03  2.0e-01
   7  T 1   7.335e+08  -2e+00  0.34  1.0e-01  4.3e-04  1.0e-01  6.6e+00  2.0e-01  1.5e-03  2.0e-01
   8  F 0   7.335e+08  -2e+00  0.34  1.0e-01  4.3e-04  0.0e+00  0.0e+00  1.9e-01  2.0e-03  1.9e-01
   8  T 1   6.592e+08  -2e+00  0.32  1.0e-01  4.3e-04  1.0e-01  6.4e+00  2.2e-01  1.5e-03  2.2e-01
   9  T 0   5.754e+08  -2e+00  0.31  1.0e-01  4.4e-04  1.0e-01  6.8e+00  1.9e-01  2.0e-03  1.9e-01
  10  T 0   4.776e+08  -1e+00  0.53  1.0e-01  4.1e-04  1.0e-01  6.9e+00  2.1e-01  2.0e-03  2.2e-01
  11  T 0   4.355e+08  -1e+00  0.55  1.0e-01  4.7e-04  1.0e-01  5.1e+00  2.0e-01  2.4e-03  2.0e-01
  12  T 0   3.947e+08  -1e+00  0.59  1.0e-01  4.2e-04  1.0e-01  4.9e+00  2.0e-01  2.1e-03  2.1e-01
  13  T 0   3.591e+08  -1e+00  0.64  1.0e-01  4.4e-04  1.0e-01  4.6e+00  2.1e-01  2.1e-03  2.1e-01
  14  T 0   3.265e+08  -9e-01  0.67  1.0e-01  4.2e-04  1.0e-01  4.4e+00  2.2e-01  2.1e-03  2.2e-01
  15  T 0   3.005e+08  -8e-01  0.71  1.0e-01  4.2e-04  1.0e-01  4.0e+00  2.1e-01  2.0e-03  2.1e-01
  16  T 0   2.776e+08  -7e-01  0.73  1.0e-01  4.1e-04  1.0e-01  3.8e+00  2.1e-01  2.1e-03  2.1e-01
  17  T 0   2.577e+08  -6e-01  0.76  1.0e-01  4.1e-04  1.0e-01  3.7e+00  2.1e-01  2.1e-03  2.1e-01
