   k  l     Obj         Vio    Bou   ML       |KKT|    |dX|     ||dX||   T_s      T_o      T_t
   0  T 0   5.388e+09   2e-02  0.00  1.0e-01  7.5e+02  1.0e+00  1.0e+00  4.1e-01  0.0e+00  0.0e+00
   1  F 0   5.388e+09   2e-02  0.00  1.0e-01  7.5e+02  0.0e+00  0.0e+00  2.3e-01  1.5e-02  2.4e-01
   1  F 1   5.388e+09   2e-02  0.00  1.0e-01  7.5e+02  0.0e+00  0.0e+00  1.9e-01  7.7e-03  2.0e-01
   1  F 2   5.388e+09   2e-02  0.00  1.0e-01  7.5e+02  0.0e+00  0.0e+00  1.9e-01  7.1e-03  1.9e-01
   1  T 3   2.871e+09  -3e-02  0.00  1.0e-01  1.4e-02  1.0e-01  4.4e+00  2.0e-01  6.8e-03  2.0e-01
   2  F 0   2.871e+09  -3e-02  0.00  1.0e-01  1.4e-02  0.0e+00  0.0e+00  1.8e-01  2.9e-03  1.9e-01
   2  F 1   2.871e+09  -3e-02  0.00  1.0e-01  1.4e-02  0.0e+00  0.0e+00  1.8e-01  2.1e-03  1.9e-01
   2  T 2   1.540e+09  -7e-02  0.00  1.0e-01  5.4e-03  1.0e-01  6.4e+00  1.9e-01  2.5e-03  2.0e-01
   3  F 0   1.540e+09  -7e-02  0.00  1.0e-01  5.4e-03  0.0e+00  0.0e+00  1.9e-01  2.3e-03  2.0e-01
   3  F 1   1.540e+09  -7e-02  0.00  1.0e-01  5.4e-03  0.0e+00  0.0e+00  1.9e-01  1.8e-03  1.9e-01
   3  F 2   1.540e+09  -7e-02  0.00  1.0e-01  5.4e-03  0.0e+00  0.0e+00  1.9e-01  1.8e-03  1.9e-01
   3  T 3   1.004e+09  -1e-01  0.13  1.0e-01  2.8e-03  1.0e-01  5.0e+00  2.0e-01  1.8e-03  2.1e-01
   4  F 0   1.004e+09  -1e-01  0.13  1.0e-01  2.8e-03  0.0e+00  0.0e+00  2.1e-01  2.0e-03  2.1e-01
   4  T 1   6.758e+08  -2e-01  0.21  1.0e-01  1.5e-03  1.0e-01  5.7e+00  2.1e-01  1.4e-03  2.1e-01
   5  F 0   6.758e+08  -2e-01  0.21  1.0e-01  1.5e-03  0.0e+00  0.0e+00  2.1e-01  2.1e-03  2.1e-01
   5  F 1   6.758e+08  -2e-01  0.21  1.0e-01  1.5e-03  0.0e+00  0.0e+00  2.1e-01  1.5e-03  2.1e-01
   5  T 2   5.047e+08  -3e-01  0.29  1.0e-01  1.3e-03  1.0e-01  5.5e+00  2.4e-01  1.5e-03  2.5e-01
   6  F 0   5.047e+08  -3e-01  0.29  1.0e-01  1.3e-03  0.0e+00  0.0e+00  2.0e-01  2.1e-03  2.1e-01
   6  T 1   4.118e+08  -3e-01  0.33  1.0e-01  1.1e-03  1.0e-01  4.0e+00  2.1e-01  1.5e-03  2.1e-01
   7  T 0   3.290e+08  -4e-01  0.37  1.0e-01  9.2e-04  1.0e-01  5.9e+00  2.0e-01  2.1e-03  2.1e-01
   8  T 0   2.729e+08  -4e-01  0.48  1.0e-01  1.4e-04  1.0e-01  5.7e+00  2.4e-01  2.0e-03  2.4e-01
   9  F 0   2.729e+08  -4e-01  0.48  1.0e-01  1.4e-04  0.0e+00  0.0e+00  2.2e-01  2.1e-03  2.2e-01
   9  T 1   2.480e+08  -4e-01  0.60  1.0e-01  8.2e-05  1.0e-01  4.8e+00  2.0e-01  1.5e-03  2.1e-01
  10  T 0   2.362e+08  -4e-01  0.70  1.0e-01  1.9e-04  1.0e-01  3.6e+00  2.1e-01  2.1e-03  2.1e-01
  11  F 0   2.362e+08  -4e-01  0.70  1.0e-01  1.9e-04  0.0e+00  0.0e+00  2.2e-01  2.1e-03  2.3e-01
  11  F 1   2.362e+08  -4e-01  0.70  1.0e-01  1.9e-04  0.0e+00  0.0e+00  2.1e-01  1.4e-03  2.1e-01
  11  T 2   2.283e+08  -3e-01  0.73  1.0e-01  7.2e-05  1.0e-01  3.0e+00  2.1e-01  1.4e-03  2.1e-01
  12  T 0   2.208e+08  -3e-01  0.76  1.0e-01  6.3e-05  1.0e-01  2.9e+00  2.1e-01  2.0e-03  2.1e-01
  13  T 0   2.139e+08  -2e-01  0.78  1.0e-01  7.0e-05  1.0e-01  2.7e+00  2.0e-01  2.1e-03  2.1e-01
  14  T 0   2.072e+08  -2e-01  0.79  1.0e-01  6.4e-05  1.0e-01  2.6e+00  2.1e-01  2.0e-03  2.1e-01
  15  T 0   2.006e+08  -2e-01  0.81  1.0e-01  6.1e-05  1.0e-01  2.7e+00  2.0e-01  2.1e-03  2.1e-01
  16  T 0   1.939e+08  -1e-01  0.82  1.0e-01  7.3e-05  1.0e-01  2.6e+00  2.0e-01  2.0e-03  2.1e-01
  17  T 0   1.877e+08  -9e-02  0.84  1.0e-01  7.2e-05  1.0e-01  2.6e+00  2.1e-01  2.1e-03  2.1e-01
  18  T 0   1.821e+08  -5e-02  0.86  1.0e-01  7.4e-05  1.0e-01  2.5e+00  2.1e-01  2.0e-03  2.1e-01
  19  F 0   1.821e+08  -5e-02  0.86  1.0e-01  7.4e-05  0.0e+00  0.0e+00  2.1e-01  2.0e-03  2.1e-01
  19  F 1   1.821e+08  -5e-02  0.86  1.0e-01  7.4e-05  0.0e+00  0.0e+00  2.0e-01  1.4e-03  2.1e-01
