   k  l     Obj         Vio    Bou   ML       |KKT|    |dX|     ||dX||   T_s      T_o      T_t
   0  T 0   4.248e+08   1e-02  0.00  1.0e-01  3.0e+03  1.0e+00  1.0e+00  3.0e-01  0.0e+00  0.0e+00
   1  T 0   1.322e+08  -3e-05  0.47  1.0e-01  8.2e-02  1.0e-01  5.7e+00  1.4e-01  4.3e-03  1.4e-01
   2  T 0   4.487e+07  -9e-06  0.46  1.0e-01  1.7e-02  1.0e-01  4.3e+00  1.5e-01  3.2e-03  1.5e-01
   3  T 0   1.803e+07   8e-06  0.67  1.0e-01  4.9e-03  1.0e-01  4.4e+00  1.4e-01  1.5e-03  1.4e-01
   4  T 0   1.074e+07   3e-05  0.67  1.0e-01  1.9e-03  1.0e-01  3.5e+00  1.6e-01  2.2e-03  1.6e-01
   5  T 0   8.443e+06  -7e-05  0.75  1.0e-01  9.5e-04  1.0e-01  3.4e+00  1.5e-01  1.7e-03  1.5e-01
   6  T 0   6.312e+06   7e-05  0.74  1.0e-01  5.9e-04  1.0e-01  3.0e+00  1.5e-01  1.6e-03  1.5e-01
   7  T 0   5.850e+06  -1e-02  0.79  1.0e-01  5.3e-04  1.0e-01  2.9e+00  1.4e-01  9.7e-04  1.5e-01
   8  T 0   5.000e+06  -4e-06  0.79  1.0e-01  2.1e-03  1.0e-01  2.8e+00  1.4e-01  1.9e-03  1.4e-01
   9  F 0   5.000e+06  -4e-06  0.79  7.0e-02  2.1e-03  0.0e+00  0.0e+00  1.4e-01  9.9e-04  1.4e-01
   9  T 1   4.535e+06  -5e-02  0.80  8.4e-02  3.0e-04  7.0e-02  1.9e+00  2.0e-01  8.2e-04  2.0e-01
  10  T 0   4.354e+06  -4e-05  0.82  1.0e-01  3.1e-04  8.4e-02  2.2e+00  2.1e-01  2.1e-03  2.1e-01
  11  F 0   4.354e+06  -4e-05  0.82  7.0e-02  3.1e-04  0.0e+00  0.0e+00  2.1e-01  9.6e-04  2.2e-01
  11  T 1   4.055e+06  -4e-02  0.83  8.4e-02  2.3e-04  7.0e-02  1.7e+00  1.6e-01  8.1e-04  1.6e-01
  12  F 0   4.055e+06  -4e-02  0.83  5.9e-02  2.3e-04  0.0e+00  0.0e+00  1.4e-01  1.5e-03  1.4e-01
  12  T 1   3.978e+06  -7e-03  0.83  7.1e-02  2.5e-04  5.9e-02  1.4e+00  1.4e-01  7.1e-04  1.4e-01
  13  F 0   3.978e+06  -7e-03  0.83  4.9e-02  2.5e-04  0.0e+00  0.0e+00  1.9e-01  8.1e-04  1.9e-01
  13  T 1   3.854e+06  -4e-02  0.85  5.9e-02  2.0e-04  4.9e-02  1.2e+00  2.1e-01  7.1e-04  2.1e-01
  14  T 0   3.776e+06  -1e-02  0.85  7.1e-02  2.3e-04  5.9e-02  1.4e+00  1.7e-01  8.3e-04  1.7e-01
  15  F 0   3.776e+06  -1e-02  0.85  5.0e-02  2.3e-04  0.0e+00  0.0e+00  1.5e-01  8.7e-04  1.5e-01
  15  T 1   3.742e+06  -4e-02  0.86  6.0e-02  2.0e-04  5.0e-02  1.1e+00  1.4e-01  6.8e-04  1.4e-01
  16  F 0   3.742e+06  -4e-02  0.86  4.2e-02  2.0e-04  0.0e+00  0.0e+00  1.4e-01  8.6e-04  1.4e-01
